"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_017847",112.146754399837,-0.365797337486733,0.274825734306406,-1.33101559215304,0.183183880521546,0.652794992940947
"NM_001003803",182.964014759728,-0.103596596220937,0.23327771078928,-0.444091275889258,0.656976593658545,0.900971551608731
"NM_001003800",353.523624813679,0.224257811493992,0.362366678811761,0.618869848158661,0.536002103236939,0.851969877694233
"NM_016649",208.662674191598,-0.364023963729642,0.294636648145786,-1.23550130650931,0.216643990518151,0.685430999454724
"NM_016647",148.208706652029,0.79129050008743,0.61839505967987,1.27958735714523,0.2006902986089,0.668751866009656
"NM_016640",657.294899553577,-0.105042113702265,0.16946611055713,-0.619841414645868,0.535362199580509,0.851969877694233
"NM_001304467",50.6031483400957,0.0912411487288244,0.420430325069858,0.217018476756318,0.828193945695818,0.956512003272981
"NM_001080825",171.772693564974,0.30690921519746,0.791818253696204,0.387600581023245,0.698311638880531,0.911721755082949
"NM_002223",1188.12618749671,-0.220346818899534,0.22241814402624,-0.990687247500538,0.321838319980062,0.756878735434043
"NM_001253384",175.228048552061,0.573885710568299,0.434547558683278,1.32065109813809,0.186617726597054,0.655143964570115
"NM_001145313",63.7974717457273,-0.665311066830903,0.28792031306484,-2.31074723331895,0.0208468206324802,0.374517664580036
"NM_018476",266.717382716671,-0.132702295489656,0.185378825699323,-0.715843867221889,0.474087762133871,0.825334161844177
"NM_003363",640.533492325637,-0.145694714199583,0.169039403901359,-0.861897941172351,0.388743682059336,0.783364493669435
"NM_207118",80.8767841939584,-0.319396545672593,0.211769549217512,-1.5082269705572,0.131496446758457,0.607766574950719
"NM_001282730",260.083677244057,0.10115563625161,0.190935158388146,0.529790516872612,0.596257180928676,0.878963493256258
"NM_007100",275.801605938851,0.0964966634529277,0.183551492474197,0.525719851972835,0.599082868531004,0.880772251474865
"NM_000485",509.268375092762,0.62808626185042,0.192352346591688,3.26529035376771,0.00109351920355032,0.153821023673842
"NM_007108",1059.75161723895,0.685939869769865,0.212346385771144,3.23028747241846,0.0012366580696458,0.153821023673842
"NM_001350532",508.448378111248,-0.256390796671216,0.128798051362124,-1.99064189216929,0.0465202712146919,0.468818162225197
"NM_001350531",66.4785494154827,-0.420316371427433,0.287961169168627,-1.45962864590712,0.144392161990423,0.615301091647285
"NM_001350530",537.053916064489,-0.603756106495249,0.299475606212342,-2.01604435877544,0.0437953374968183,0.466670232788128
"NM_014177",134.223465609695,0.0466320601517227,0.340224208590964,0.13706273385086,0.890981208491589,0.973415438743375
"NM_020992",525.513026732518,0.103606570338793,0.333703952715638,0.310474507405909,0.756200142465024,0.932512847984381
"NM_005802",698.208798809695,-0.286716728737703,0.213432279696934,-1.34336159996431,0.179154914638639,0.647204985858113
"NM_005258",104.833647489063,0.294230501390599,0.296068544644719,0.993791832035633,0.320324223481739,0.756862045022229
"NM_003824",216.670080896739,0.26868637829284,0.190358477909405,1.41147576532269,0.15810437655183,0.629947116107281
"NM_003825",725.718169677822,-0.0156976828206944,0.329251095763865,-0.047676934177776,0.96197371705284,0.992314636655848
"NM_003826",319.875109858945,-0.266834324509849,0.360892253918615,-0.739373931173438,0.459679967462764,0.817506361272075
"NM_003827",1802.45532486303,0.332270332171392,0.210321659257911,1.57981984995629,0.114148128436891,0.58920682910835
"NM_003820",60.6402885814443,0.181336040027721,0.340125262192777,0.533144873916901,0.593933297991756,0.878337301503096
