UCSC_ID	RPKM
uc008ijz.1	14.2
uc008vll.1	7.8
uc007fhi.1	34.3
uc012atr.1	14.5
uc008upx.1	3.1
uc007vde.1	14.9
uc007ujt.1	7.3
uc008hen.2	6.4
uc009una.1	5.4
uc007tht.1	6.7
uc009rmo.2	6.2
uc009emr.2	10.5
uc007jym.2	21.4
uc007ilt.2	158.0
uc008cue.1	3.7
uc007xgo.2	15.3
uc009ugo.2	4.6
uc009dsm.2	103.8
uc008etc.1	13.5
uc008qlo.2	21.3
uc007pcp.1	17.3
uc007bqz.2	22.9
uc008qcx.1	13.4
uc009bcm.1	7.4
uc008sca.3	9.9
uc007tkk.2	4.7
uc007bbk.2	42.5
uc007ztn.2	16.7
uc007htz.2	14.6
uc009iah.3	222.6
uc009ktx.2	28.8
uc012ejc.1	3.9
uc009rgj.1	32.3
uc009clp.2	6.8
uc009jbf.1	7.7
uc007zhg.2	18.5
uc007cng.2	23.4
uc007qzf.1	6.0
uc007gwv.1	5.7
uc008rwm.2	14.2
uc008enl.2	55.6
uc008egh.1	5.7
uc009mue.1	14.7
uc008jjr.2	6.8
uc007ehf.2	25.3
uc008jkh.1	23.6
uc008mqj.1	73.0
uc007fdo.2	60.5
uc009afn.2	37.0
uc009ifu.2	22.6
uc007nzd.2	29.6
uc007yge.2	14.2
uc007uxc.1	19.7
uc007igw.2	5.0
uc007nzr.2	25.2
uc009kap.2	14.4
uc007ixk.2	14.7
uc009pbl.1	58.1
uc009aiz.1	10.3
uc008zer.1	24.4
uc007fxi.1	18.6
uc008rkz.1	32.3
uc008xvc.1	7.5
uc007zej.1	129.0
uc007nyz.2	7.8
uc009qsi.1	90.4
uc009dmk.1	24.3
uc008chm.2	20.9
uc007hnk.2	2664.4
uc011xpt.1	27.5
uc007ofo.2	9.7
uc009bgh.2	34.3
uc008fug.2	9.5
uc008von.1	16.2
uc008lzr.2	13.6
uc007gkk.1	12.3
uc009kvb.2	29.4
uc009jkj.1	8.3
uc008jev.1	14.8
uc008eki.2	79.8
uc009rzu.1	11.1
uc007ful.1	38.6
uc007yht.1	7.8
uc007dkk.1	37.5
uc008jyc.1	24.1
uc008iig.2	17.1
