UCSC_ID	RPKM
uc009avm.1	0.1
uc012gyf.1	0.8
uc033hyx.1	0.1
uc007wrm.2	0.3
uc008emr.1	0.7
uc009ser.2	1.1
uc008qxu.1	0.7
uc009uhg.1	1.0
uc012dqg.1	0.6
uc007gfm.1	0.7
uc008ove.1	1.9
uc029tgs.1	2.3
uc007jhm.1	0.9
uc012fxo.1	4.5
uc009bja.1	2.0
uc009bjp.2	1.2
uc007fhi.1	14.1
uc012ftk.1	2.6
uc007qpc.1	1.0
uc009ucs.1	1.6
uc012dny.1	0.7
uc007vde.1	6.4
uc008qcu.2	3.1
uc007uhf.2	2.6
uc008pnx.1	1.8
uc009dsm.2	33.2
uc007ztn.2	4.0
uc009ezj.1	2.3
uc009jsd.1	19.9
uc007lie.1	1.7
uc007krg.2	1.8
uc007hnk.2	951.0
uc007vjf.2	2.2
uc007jxo.1	3.2
uc008xue.1	2.0
uc029svv.1	2.6
uc008qlo.2	4.9
uc009cex.2	5.6
uc009hcn.2	5.1
uc008uzd.1	85.6
uc008ijz.1	4.9
uc008ewv.2	2.7
uc007rjr.1	3.6
uc007lfc.2	2.2
uc009iif.1	3.4
uc008rwe.2	1.9
uc008qgt.1	2.3
uc008gow.1	1.2
uc008ree.2	1.9
uc007kmj.1	3.4
uc008plk.1	2.2
uc008cfp.1	3.8
uc007zad.1	1.8
uc007ktd.1	6.3
uc009kap.2	4.5
uc007brq.3	8.3
uc008lts.3	9.2
uc007uhn.1	2.3
uc007htz.2	9.2
uc008rtw.1	2.3
uc009pxw.1	10.3
uc009mka.2	8.7
uc009cin.2	4.9
uc011xyi.1	3.8
uc009gjk.1	12.6
uc009qsi.1	54.1
uc009ifu.2	11.7
uc008ptk.1	5.3
uc009una.1	1.9
uc009jgj.1	2.6
uc012gcr.1	40.4
uc007lyt.2	2.6
uc012cfb.1	2.2
uc007yge.2	6.5
uc009cxv.1	1.7
uc007rva.2	7.4
uc007mow.1	4.8
uc008elt.1	33.9
uc009nko.1	4.5
uc008emc.2	6.9
uc009gmf.2	3.2
uc007igf.2	2.5
uc008bel.2	3.3
uc007pwj.1	23.7
uc009qvg.2	2.5
uc007ohp.2	9.8
uc008oas.1	28.7
uc008rfz.1	1.9
uc007hjt.2	15.7
uc007vax.2	15.5
uc007ujw.2	22.1
uc009tnu.2	3.6
uc009bez.3	15.9
uc008wie.1	47.8
uc007nhy.1	2.2
uc007rxb.1	4.3
uc007ror.2	4.1
uc029wdl.1	16.0
uc008xmh.1	6.7
uc008qwg.2	10.7
uc007pcp.1	3.9
uc008sca.3	3.9
uc007kwl.1	3.2
uc008bqp.2	1982.6
uc008hgg.2	31.7
uc009ijj.2	5.9
uc009ayk.2	11.6
uc009mbm.1	36.3
uc008ubs.1	46.1
uc008key.1	13.3
uc009fmy.2	333.2
uc007nky.2	11.8
uc008jms.2	4.8
uc009ilj.2	49.7
uc009kvc.2	8.2
uc007vfn.1	6.2
uc009bdh.2	91.4
uc007qyw.1	174.7
uc029qyg.1	14.4
uc011zae.1	8.4
uc009kvb.2	16.2
uc009kau.2	10.7
uc009bgh.2	11.4
uc008ton.2	14.0
uc008irr.1	10.7
uc007zej.1	56.8
uc007bzs.2	2.3
uc008eki.2	37.9
uc007iik.1	7.8
uc007xqi.2	7.5
uc007dwu.1	35.7
uc008cfg.1	50.4
uc008dph.2	9.1
uc008ggw.1	3.9
uc033hrk.1	44.9
uc007nfn.2	7.5
uc008zhu.1	3.5
uc007mfm.1	7.5
uc008xdo.1	60.9
uc007rtj.1	20.0
uc007cny.2	168.5
uc008dkh.1	18.9
uc008jbb.1	3.9
uc007dww.1	75.9
uc009ikd.1	8.2
uc008dzc.1	10.2
uc009psz.2	2.6
uc008npr.1	5.2
uc009gns.1	6.7
