UCSC_ID	RPM
uc009ffc.2	70.2
uc012dny.1	2.0
uc008ptk.1	5.9
uc007pwj.1	20.1
uc007bvp.1	1171.3
uc008cfi.2	40.6
uc007kwl.1	10.7
uc007vfn.1	8.1
uc009usl.1	230.4
uc009efz.1	17.8
uc007jhm.1	2.0
uc009bja.1	1.1
uc008cfg.1	65.3
uc009cin.2	13.6
uc009dsm.2	124.8
uc008key.1	16.5
uc033iwc.1	159.6
uc008ubs.1	66.4
uc008uzd.1	60.9
uc008dzo.2	75.0
uc009djc.1	4181.9
uc007rjr.1	4.6
uc009ijj.2	14.8
uc007rxb.1	11.0
uc009aez.1	15.4
uc007vax.2	24.5
uc007leu.2	3311.3
uc007yde.1	86.2
uc007hjt.2	10.8
uc007jxo.1	2.1
uc007iyw.2	42.3
uc008emr.1	4.9
uc009qwl.1	30.5
uc007oft.1	169.0
uc008cfp.1	12.1
uc007mow.1	9.5
uc007lyt.2	3.0
uc008gyz.1	45.7
uc009nko.1	2.0
uc009gns.1	13.7
uc007cny.2	254.1
uc007nvk.2	23.3
uc008qxu.1	1.6
uc009ucg.1	16.7
uc009bez.3	18.6
uc008sca.3	2.8
uc007thh.2	107.6
uc009pxw.1	51.7
uc008mjs.1	31.5
uc009cxv.1	3.4
uc008egu.1	38.6
uc009mbm.1	42.6
uc007kmj.1	16.6
uc008xmh.1	21.4
uc008hgg.2	15.1
uc008xdo.1	103.4
uc008eki.2	70.2
uc007iik.1	16.0
uc007eyv.2	22.8
uc007qnd.1	36.8
uc008qwg.2	22.4
uc009lnz.1	76.2
uc009rvn.2	41.3
uc008ggw.1	18.1
uc007dwu.1	50.1
uc008pnx.1	4.9
uc009fmy.2	301.0
uc007ror.2	26.2
uc007cru.1	152.8
uc007zej.1	114.3
uc008ewv.2	11.2
uc009iif.1	7.5
uc007pcp.1	5.8
uc009qah.3	112.2
uc007fhi.1	14.1
uc007qyw.1	163.8
uc009gjk.1	44.9
uc007ktd.1	7.5
uc012fxo.1	33.5
uc007htz.2	18.1
uc008off.1	535.7
uc009jgj.1	3.6
uc008zhu.1	18.2
uc009ayk.2	28.1
uc008emc.2	19.3
uc012gyf.1	3.9
uc007gfm.1	3.3
uc009krq.1	43.3
uc011xyi.1	7.5
uc009mue.1	15.3
uc007ujs.2	18.4
uc012dqg.1	1.6
uc007mfm.1	19.1
uc008plk.1	5.4
uc008gow.1	3.8
uc007krg.2	17.9
uc009ifu.2	10.9
uc008qlo.2	13.2
uc009bdh.2	176.5
uc009les.1	156.7
uc008rfz.1	10.2
uc009oej.1	31.2
uc009ser.2	4.8
uc007nhy.1	5.5
uc007lfc.2	5.7
uc008ton.2	31.6
uc009cex.2	15.5
uc007hcx.2	180.0
uc008yki.2	192.5
uc007nyz.2	44.9
uc007irl.1	69.6
uc009bgh.2	24.1
uc009rxm.3	78.3
uc008svg.2	113.0
uc007uvh.2	12.5
uc008lts.3	11.5
uc008rwe.2	11.2
uc009ilj.2	75.5
uc008rwm.2	12.1
uc012gcr.1	98.4
uc007ayp.1	20.2
uc008bqp.2	915.6
uc007fdo.2	43.0
uc009jsd.1	26.2
uc007rtj.1	23.8
uc009mka.2	15.5
uc009kau.2	20.0
uc009bjp.2	2.2
uc007agb.1	38.1
uc008ree.2	10.7
uc008qcu.2	2.6
uc007lie.1	6.0
uc007obp.1	295.6
uc008xfb.2	16.2
uc007zad.1	12.3
uc007nky.2	175.7
uc007fdf.2	13.7
uc009gdn.1	34.1
uc008irr.1	12.5
uc033hrk.1	82.0
uc008llr.1	46.8
uc008npr.1	4.3
uc008arp.2	12.0
uc009ikd.1	7.7
uc007xqi.2	44.3
uc007kix.1	6.1
uc008bub.1	32.8
uc008ijz.1	33.5
uc007hsu.2	47.0
uc007yge.2	13.0
uc007dww.1	86.7
uc008bel.2	16.6
uc007igf.2	5.8
uc009kvb.2	32.1
uc007vjf.2	15.6
uc007nfn.2	11.9
uc009tnu.2	27.6
uc009hcn.2	18.4
uc009kvc.2	16.0
uc008jbb.1	4.6
uc007bzs.2	12.0
uc007ouf.1	52.9
uc007vad.1	11.9
uc007zgo.2	5.2
uc008wie.1	85.7
uc007hnk.2	6319.4
uc009qvg.2	7.6
uc007ixk.2	12.1
uc008qgt.1	4.0
uc011zae.1	14.2
uc009gmf.2	13.6
uc008dph.2	13.2
uc007rva.2	9.4
uc008jms.2	26.2
uc009ezj.1	2.5
uc012gxt.1	36.2
uc007brq.3	20.5
uc029swd.1	4.2
uc008fns.1	25.2
uc008tva.2	17.0
uc008rtw.1	12.9
uc008jkg.2	2.8
uc008ove.1	4.4
uc007uhn.1	7.6
uc007uko.1	6.3
uc007vde.1	20.5
uc009qsi.1	33.7
uc008dkh.1	69.2
uc007umo.2	7.3
uc007ujw.2	9.8
uc012cfb.1	8.3
uc008dzc.1	41.5
uc009kem.2	198.6
uc008elt.1	67.5
uc009psz.2	37.1
uc009ucs.1	1.6
uc009una.1	4.7
uc008iig.2	12.8
uc008xue.1	4.2
uc008gnh.1	142.0
uc008hnh.1	171.9
uc012eod.1	53.0
uc033iet.1	5.9
uc009rva.1	12.1
uc012eeq.1	427.2
uc009ntf.1	166.6
uc007jqc.2	66.1
uc009szl.1	2.6
uc008hnl.2	4.0
uc029spb.1	31.9
uc009mpd.1	63.2
uc008gfd.2	136.7
uc009fpu.2	99.5
uc012fgp.1	10.2
uc007nod.1	30.9
uc007jfv.2	63.0
uc007ykc.2	65.7
uc007ykj.2	27.0
uc007fwr.2	49.4
uc008sjh.2	59.5
uc012eiw.1	22.3
uc008gak.1	59.1
uc008cls.1	11.6
uc009mwv.1	14.6
uc009tsw.1	47.9
uc009gqf.1	12.3
uc008wcs.1	16.3
uc007pbi.1	12.0
uc009fnf.1	138.5
uc011wmz.1	67.3
uc029wnj.1	164.5
uc008zzl.1	8.7
