UCSC_ID	RPM
uc008rmn.2	7.1
uc007aff.3	272.7
uc008ihm.3	290.6
uc007zcd.1	205.9
uc009lkn.3	178.4
uc008sgl.1	46.2
uc008fyf.1	42.4
uc007gce.1	47.7
uc007pnl.1	246.9
uc009gss.1	25.8
uc009rdj.1	17.0
uc008kwz.1	330.7
uc007llf.2	30.6
uc008vej.1	58.9
uc008dcn.2	2241.3
uc008sqs.1	27.5
uc007bvr.1	55.4
uc007kva.2	123.9
uc008fzg.1	457.8
uc009npg.1	55.0
uc007sre.1	4040.4
uc009ugf.2	1073.8
uc008vga.1	58.2
uc008nvx.1	21.4
uc009fwh.1	25.2
uc009qce.1	40.1
uc008isn.1	216.3
uc007ily.2	245.5
uc007ugl.1	73.0
uc033izh.1	28.6
uc008gda.2	31.1
uc009mkh.2	25.8
uc008qmi.1	259.8
uc007ell.1	39.2
uc009osp.1	43.1
uc007rkl.1	68.3
uc007qro.2	57.6
uc008aym.2	32.9
uc008vhr.1	1393.8
uc007xnm.1	25.1
uc007qmh.2	335.8
uc009uke.1	53.8
uc007wjs.1	207.0
uc007lfk.2	1080.1
uc008dtt.1	6.4
uc007ihg.1	2175.5
uc007hhq.1	27.3
uc008eul.2	50.4
uc007mnx.2	79.2
uc009rqh.1	23.1
uc007njn.1	65.2
uc008jvp.1	10.9
uc007rjq.2	2448.4
uc009dss.2	164.4
uc007vlr.2	1074.1
uc009dfs.2	180.3
uc012dnc.1	13.3
uc008zdo.1	30.2
uc008vqa.1	29.3
uc008iwl.2	145.2
uc008vhn.1	34.8
uc008crj.1	48.9
uc009sne.1	89.8
uc007hlq.1	38.9
uc009idx.2	65.5
uc008vnu.2	27.2
uc007umq.2	21.8
uc008ptu.1	48.6
uc009lky.2	54.4
uc012gya.1	4.5
uc008rcd.2	69.5
uc007gkg.2	87.3
uc007mtl.1	203.8
uc008ego.1	45.9
uc012gcs.1	28.0
uc009jxe.1	8.0
uc008hqg.1	109.8
uc009qty.2	221.1
uc007usc.1	105.3
uc008frs.1	76.6
uc007yxf.1	18.4
uc008fay.2	3842.0
uc008jcv.1	26.1
uc007zze.2	25.1
uc009gqa.2	93.8
uc009jjo.2	451.0
uc008zua.1	59.6
uc008opg.2	23.1
uc009lct.1	50.5
uc007ybk.1	19.9
