UCSC_ID	RPKM
uc007jvb.3	15.8
uc007ldm.1	71.5
uc008iuv.2	9.6
uc007wvi.2	23.0
uc009afz.1	37.1
uc008vxy.1	14.0
uc008cqr.1	19.3
uc007mqt.2	12.9
uc008dzi.2	7.9
uc009pvb.2	6.2
uc008jcz.1	16.4
uc007gfx.2	51.8
uc008ddd.2	43.3
uc009lat.2	7.3
uc008urf.2	84.8
uc007mia.1	71.2
uc009fsa.2	7.3
uc009nrv.3	23.2
uc009nro.1	8.2
uc009cii.1	34.3
uc008ddn.2	79.1
uc009euv.1	48.5
uc007giu.1	7.6
uc009naw.1	12.7
uc008gmm.1	139.4
uc009oli.2	52.3
uc007jfg.1	68.4
uc007yfy.2	8.4
uc007cyv.2	26.3
uc011xml.1	13.0
uc007krd.2	5.3
uc007cnk.1	23.5
uc009evf.1	22.2
uc008hrk.1	153.1
uc009sgd.1	7.0
uc009uug.2	603.6
uc009nqz.2	18.6
uc009skw.2	8.6
uc007geb.2	13.9
uc007hzk.1	69.4
uc012ars.1	15.8
uc009ojv.1	159.0
uc008nyq.1	19.4
uc007vrc.2	32.7
uc007vne.2	9.3
uc008acq.1	40.1
uc007oia.2	67.4
uc008vyt.2	76.7
uc007bzy.1	22.3
uc008wav.2	13.9
uc009ndc.2	30.0
uc008vhl.1	27.9
uc012ene.1	4.5
uc007och.2	37.0
uc009mga.1	118.3
uc009ric.2	4.6
uc007mlb.1	256.2
uc012avv.1	106.7
uc008ano.2	5.6
uc009ums.2	30.2
uc007ihs.1	6.3
uc009mdn.1	22.9
uc007kfi.2	80.0
uc012eyw.1	33.2
uc009ugd.1	219.5
uc012fkm.1	196.0
uc007gbl.2	563.4
uc012eby.1	55.0
uc008cez.2	196.5
uc008ujd.1	16.1
uc007fuo.1	9.3
uc007ddj.1	7.7
uc007qtm.2	202.0
uc033iwl.1	3.5
uc009aio.1	15.9
uc009fyc.1	52.6
uc009kqs.1	15.9
uc009iyr.2	17.0
uc008kja.1	63.4
uc008ltt.2	18.9
uc009nvj.1	5.9
uc009ajl.1	532.3
uc008wcs.1	25.4
uc007nom.1	14.9
uc008xjt.1	11.2
uc008dcg.1	41.3
uc009ezy.2	21.0
uc009jzj.2	48.0
uc007uii.2	10.8
uc007wkf.1	125.6
uc007qio.1	24.4
uc012hro.1	37.2
uc008lle.1	23.5
uc009hde.1	12.1
uc009ngp.1	62.3
uc007fhk.1	23.1
uc007leq.1	28.1
uc008jcn.2	82.4
uc007lkm.2	6.7
uc007rei.1	89.8
uc009dmo.2	7.7
uc008oin.1	236.7
uc009mnj.1	89.5
uc009gah.1	171.0
uc008tsa.2	17.4
uc009puu.2	11.6
uc008vtg.2	13.6
uc008sqg.1	14.9
uc008sur.1	530.6
uc007syn.2	416.4
uc008brp.1	6.8
uc029wqt.1	12.7
uc012deh.1	5.7
uc007jor.2	61.8
uc007srn.2	20.7
uc008gkj.1	1461.1
uc008lkd.1	12.9
uc009sxs.1	2051.2
uc009umc.1	21.7
uc008zky.1	11.0
uc008cfy.2	13.6
uc008pev.1	19.9
uc008hxf.2	17.7
uc009obe.2	143.8
uc009ahn.1	158.3
uc009jpz.2	10.6
