UCSC_ID	RPKM
uc008ijz.1	1.0
uc008vll.1	0.3
uc007fhi.1	3.5
uc012atr.1	1.8
uc008upx.1	1.4
uc007vde.1	3.1
uc007ujt.1	1.8
uc008hen.2	1.1
uc009una.1	1.7
uc007tht.1	1.7
uc009rmo.2	2.1
uc009emr.2	2.6
uc007jym.2	4.3
uc007ilt.2	51.3
uc008cue.1	2.1
uc007xgo.2	5.0
uc009ugo.2	2.8
uc009dsm.2	41.5
uc008etc.1	4.0
uc008qlo.2	6.5
uc007pcp.1	5.0
uc007bqz.2	9.3
uc008qcx.1	5.5
uc009bcm.1	3.3
uc008sca.3	2.7
uc007tkk.2	2.7
uc007bbk.2	18.3
uc007ztn.2	5.8
uc007htz.2	7.3
uc009iah.3	99.4
uc009ktx.2	10.9
uc012ejc.1	2.3
uc009rgj.1	9.4
uc009clp.2	2.0
uc009jbf.1	2.7
uc007zhg.2	9.6
uc007cng.2	10.7
uc007qzf.1	2.0
uc007gwv.1	2.3
uc008rwm.2	4.6
uc008enl.2	17.2
uc008egh.1	2.0
uc009mue.1	7.8
uc008jjr.2	3.7
uc007ehf.2	8.6
uc008jkh.1	9.5
uc008mqj.1	34.1
uc007fdo.2	31.0
uc009afn.2	16.9
uc009ifu.2	7.8
uc007nzd.2	12.2
uc007yge.2	7.4
uc007uxc.1	7.5
uc007igw.2	3.0
uc007nzr.2	11.5
uc009kap.2	5.8
uc007ixk.2	9.3
uc009pbl.1	24.6
uc009aiz.1	4.7
uc008zer.1	11.7
uc007fxi.1	9.6
uc008rkz.1	16.4
uc008xvc.1	3.3
uc007zej.1	54.4
uc007nyz.2	5.2
uc009qsi.1	48.8
uc009dmk.1	12.8
uc008chm.2	12.9
uc007hnk.2	1970.0
uc011xpt.1	12.2
uc007ofo.2	5.7
uc009bgh.2	16.5
uc008fug.2	4.8
uc008von.1	7.2
uc008lzr.2	8.7
uc007gkk.1	6.6
uc009kvb.2	13.8
uc009jkj.1	4.5
uc008jev.1	7.3
uc008eki.2	42.3
uc009rzu.1	7.1
uc007ful.1	21.2
uc007yht.1	5.0
uc007dkk.1	20.9
uc008jyc.1	12.3
uc008iig.2	7.8
uc008drz.2	34.7
uc008kck.2	17.7
uc008dpa.1	6.6
uc008ifm.1	7.4
uc007cyb.2	60.3
uc007nvk.2	4.1
uc011xth.1	90.1
uc007zpx.1	13.5
uc007dbp.1	5.4
uc008jen.2	16.5
uc009iko.1	6.6
uc007ilc.2	29.2
uc009esn.2	17.2
uc009tmv.1	4.1
uc009ele.2	19.2
uc007umo.2	8.4
uc007shc.1	14.2
uc007qux.1	38.9
uc007sek.1	7.8
uc009kvc.2	8.1
uc007lpg.2	40.8
uc029tic.1	12.9
uc009hhb.1	7.1
uc008uhy.2	4.5
uc008uox.1	3.6
uc009vfb.1	600.4
uc029sll.1	4.3
uc009hyy.1	7.1
uc009nub.2	9.0
uc009pgs.2	51.5
uc007qmq.2	12.6
uc012flg.2	9.3
uc007njo.1	6.5
uc009jyw.1	4.0
uc007ojc.1	7.3
uc009pez.1	4.5
uc007zfv.1	9.9
uc008bzy.1	48.7
uc009esu.1	7.8
uc008cdg.1	5.5
uc007kkd.2	24.2
uc029xjl.1	109.6
uc008dgy.1	94.0
uc009ftp.1	13.2
uc008ihv.2	27.7
uc029uzh.1	8.1
uc007pci.1	10.0
uc008nzs.1	9.5
uc009nwv.1	11.8
uc008coo.2	38.9
uc008gbf.2	5.9
uc007bgl.2	21.1
uc008mjm.3	20.2
uc029yhd.1	141.6
uc009fnk.2	22.3
uc009gfg.1	11.7
uc008gda.2	21.4
uc009nwd.2	41.2
uc009fpu.2	103.3
uc009kka.1	19.6
uc007kdm.1	9.1
uc008yhb.2	82.1
uc007fgh.2	25.4
uc029sdt.2	101.8
uc007kva.2	218.0
uc008jfm.2	26.9
uc029sdy.1	58.9
uc009qdd.1	26.7
uc009mmx.2	40.6
uc009ont.2	38.3
uc007vbe.2	12.5
uc007yig.2	47.9
uc008wjd.1	3757.5
uc009qqy.2	69.1
uc009fzo.1	92.1
uc009fhu.1	62.7
uc008uhe.1	48.7
uc007bbs.2	32.6
