UCSC_ID	RPKM
uc008rqt.1	34.0
uc007ghy.1	5.4
uc007evg.1	125.2
uc009qdd.1	20.9
uc008gxy.1	92.8
uc009vff.1	4.7
uc009jay.1	201.9
uc008zot.1	10.4
uc009ezp.2	6.9
uc009dnk.1	0.9
uc008qxs.1	4.6
uc008okf.2	5.4
uc009tji.1	6.5
uc008yil.1	14.5
uc009sat.2	9.3
uc009qxc.1	6.2
uc009bll.2	9.3
uc009vfb.1	389.3
uc007cnv.3	5.5
uc007gfm.1	6.8
uc029sdt.2	7.7
uc007ygh.1	7.2
uc007oys.1	9.5
uc012eyt.1	7.6
uc009dod.1	9.2
uc009bft.2	33.8
uc029qyg.1	20.7
uc008kvt.1	9.5
uc009ktw.2	14.7
uc008rzi.1	5.9
uc009gbj.2	9.3
uc008gqd.1	24.5
uc029uis.2	6.0
uc029wdl.1	22.5
uc009oty.1	113.6
uc007ucz.1	7.1
uc007qfc.2	7.4
uc008uzj.2	10.0
uc007uwj.1	10.4
uc009tia.1	4.7
uc007qck.2	10.2
uc008phn.2	6.7
uc012axd.2	15.4
uc012eyu.1	6.0
uc009aac.1	9.7
uc008sfa.1	31.9
uc007eme.1	4.7
uc007rch.2	8.4
uc009ovf.1	7.2
uc029wwy.2	11.3
uc007cxz.1	7.6
uc009mbi.2	4.6
uc009ucg.1	22.3
uc008bxf.1	7.1
uc008qlq.2	18.3
uc009czr.2	8.8
uc009mka.2	7.2
uc009omu.1	7.7
uc009epg.1	46.9
uc009lhh.1	4.4
uc007zrp.2	20.5
uc007gxt.2	9.8
uc008rbt.2	12.2
uc007lxr.1	12.7
uc008iqz.1	6.4
uc007uyq.2	6.1
uc008faz.1	5.0
uc007hkl.1	6.1
uc009dvn.1	12.1
uc007mwb.2	6.4
uc007ben.1	17.0
uc009lfl.2	7.0
uc007ksr.1	6.1
uc008wjb.2	14.6
uc009tws.2	8.2
uc008tvu.1	74.1
uc007dey.1	14.7
uc007zmx.1	7.5
uc009bgx.1	6.7
uc008oed.1	9.7
uc008cch.1	7.5
uc012gcx.1	9.1
uc011zml.1	6.6
uc008mhl.2	42.6
uc008xae.2	5.6
uc007yht.1	8.3
uc009lxq.1	8.7
uc009lgv.2	15.8
uc008uny.1	26.4
uc033fsn.1	29.3
uc008nqh.1	7.7
uc008sro.2	6.3
uc009nyr.3	8.2
uc008gji.1	10.1
uc008gmt.2	10.2
uc029rkw.1	10.4
uc007vmh.2	4.7
uc007dyz.1	12.4
uc008eez.1	5.3
uc007hdn.1	9.7
uc007ihw.1	7.4
uc009qms.1	6.1
uc009ayn.1	12.6
uc009rtv.1	23.6
uc007dft.2	6.8
uc012gme.1	11.5
uc009naw.1	14.3
uc009cbl.2	6.4
uc008gwv.2	7.0
uc007kir.2	8.1
uc007kfi.2	40.2
uc008nki.1	24.0
uc007vbe.2	8.2
uc009bce.1	10.7
uc007zdh.2	12.8
uc008mej.2	8.0
uc007xyh.2	5.7
uc011xml.1	4.7
uc007nbj.2	6.8
uc007bgx.1	6.8
uc009jrx.2	6.3
uc007ete.1	14.7
uc008goj.2	14.8
uc009ouj.1	7.1
uc009alt.1	23.5
uc008qui.2	136.4
uc008ssr.2	7.6
uc009nve.2	19.7
uc008nzp.1	11.5
uc007jip.2	17.7
uc009nes.2	11.3
uc012gnz.1	4.9
uc007dix.2	10.4
uc009nwy.1	48.2
uc007plk.1	61.0
uc008usl.2	8.8
uc007sxy.2	6.1
uc009bik.2	54.7
uc008wwv.1	5.5
uc008lou.2	7.2
uc009lub.2	20.1
uc009gxn.1	95.9
uc009kzx.3	8.6
uc009qac.1	7.8
uc009nfm.1	32.1
uc029xhv.1	7.6
uc007iik.1	6.6
uc009pws.2	11.8
uc007rbk.2	7.6
uc008hgg.2	87.7
uc008luf.1	5.3
uc009nxv.2	22.1
uc007uae.1	24.8
uc007swt.1	36.7
uc007rjg.1	5.3
uc009ktx.2	11.2
uc007fcx.1	10.6
uc007ndu.2	11.3
uc009klo.2	13.0
uc008woc.1	11.9
uc009lcn.2	15.3
uc012gyn.1	8.2
uc009lwq.1	11.7
uc008jqy.1	10.2
uc007hjx.1	8.3
uc009jih.2	15.9
uc008ecb.1	21.0
uc007wpd.1	14.8
uc009kxd.1	39.6
uc009gtf.2	5.8
uc009nlw.1	10.3
uc007eus.1	19.3
uc007bee.2	107.3
uc008azv.1	9.6
uc008mdq.1	8.4
uc033gmt.1	10.1
uc007rva.2	16.4
uc007ikh.2	12.8
uc007irb.2	6.8
uc009kua.1	43.9
uc009uug.2	282.7
uc008qit.2	6.7
uc009etd.1	15.6
uc008ika.2	12.8
uc008ynu.1	5.9
uc007mgz.2	5.9
uc008wkt.1	22.5
uc009qws.1	39.2
uc012cqp.1	8.7
uc008zli.2	211.5
uc007qxp.1	10.7
uc007sya.1	27.3
uc007lah.1	34.9
uc011zfw.1	12.8
uc009mid.2	13.1
uc012gbb.1	10.0
uc007usi.2	10.5
uc007bgl.2	9.2
uc008rnp.1	9.2
uc007grx.2	30.8
uc009lux.1	177.9
uc029wti.1	7.4
uc007pbo.1	37.7
uc007udf.1	37.8
uc008jaa.2	22.2
uc007gxo.1	35.5
uc007irl.1	4.6
uc008sgs.2	7.6
uc008xqq.1	16.7
uc007nmv.2	4.9
uc008fvj.1	4.9
uc009rih.1	14.3
uc009ltm.2	18.7
uc007loj.1	8.7
uc009axk.2	11.3
uc007fvj.1	10.5
uc009oua.2	38.3
uc007idj.2	10.0
uc008mll.2	6.3
uc008tnk.1	44.0
uc008vqd.1	16.5
uc009nzv.2	84.6
uc008mhf.2	50.0
uc008xgk.1	24.6
uc007kzw.1	19.2
uc008tuq.1	8.8
uc029wfs.1	11.4
uc007ull.1	21.5
uc008szp.1	13.9
uc008jcb.1	82.2
uc007rca.1	10.0
uc008zoo.1	26.7
uc012aee.1	12.0
uc008ucm.1	5.0
uc007blv.2	16.4
uc009myz.3	90.4
uc007osc.1	13.3
uc008sxh.2	11.6
uc008zuc.3	14.3
uc007vkh.1	34.6
uc007vck.2	30.5
uc007igp.1	22.4
uc009sue.1	50.5
uc009kvg.2	17.6
uc007nck.2	15.6
uc007oju.2	11.0
uc009lsz.2	10.1
uc009npt.2	17.1
uc009ekv.3	4.7
uc009lha.1	26.0
uc008sqi.2	5.4
uc007qzz.1	9.7
uc007yla.1	8.0
uc009hdl.2	58.2
uc008cis.1	44.0
uc008dtg.2	62.8
uc009fdn.1	6.6
uc007qoj.2	7.0
uc009pxp.1	37.4
uc008kej.2	38.2
uc012cgu.1	10.2
uc009ekl.2	8.2
uc008hdu.1	24.5
uc009oiu.2	16.6
uc009nud.1	11.4
uc008egq.2	16.8
uc007ayr.1	16.4
uc007xrc.2	8.9
uc008jsu.1	6.9
uc008oze.1	32.0
uc007ypp.1	18.1
uc007nqf.2	18.8
uc007zwm.2	18.4
uc007rdo.2	6.8
uc009nmi.2	13.3
uc029wfe.1	8.9
uc009fws.2	13.1
uc009gmj.1	8.4
uc009krs.1	16.2
uc008zkz.1	5.4
uc012czt.1	63.4
uc009abm.1	63.1
uc008nmj.2	21.3
uc012ebo.1	7.3
uc007eye.2	7.3
uc008sun.1	12.9
uc008qom.1	5.1
uc007bnq.1	8.0
uc007xhk.1	8.8
uc008vmm.2	48.9
uc009aos.2	54.7
uc008tuw.1	12.0
uc007gqn.1	6.3
uc008uan.2	14.8
uc008hne.1	4.8
uc007dwz.1	6.2
uc009sqz.1	5.7
uc008lxb.1	10.9
uc008wun.1	17.3
uc009esn.2	9.0
uc033hbx.1	9.6
uc008uxo.1	47.2
uc008vuc.1	51.7
uc008owi.2	30.7
uc007uyv.2	18.0
uc012ead.1	26.5
uc007gkj.1	18.2
uc009nxd.2	17.4
uc009rlk.1	17.5
uc009oqh.2	25.2
uc007htz.2	16.4
uc009fvf.2	16.2
uc008que.1	9.4
uc008pwh.2	8.3
uc007vto.1	12.2
uc008yly.2	17.2
uc009usb.1	10.0
uc008rzd.2	18.0
uc008ifx.1	28.4
uc007kql.1	26.3
uc009kyi.1	36.5
uc009jgh.2	14.3
uc033gxp.1	7.2
uc009ldf.2	24.5
uc008cqy.1	9.3
uc007oxi.1	14.0
uc008swz.2	20.8
uc008izm.1	31.1
uc007hnm.1	7.5
uc007inh.2	12.0
uc008csa.1	73.1
uc008arn.1	6.8
uc009dpq.2	673.7
uc009cyc.1	22.3
uc007qzc.1	8.4
uc007hdo.1	92.5
uc008zkw.2	15.8
uc009kzv.1	43.3
uc008ksw.1	61.4
uc007ncu.1	62.3
uc009frv.1	7.1
uc033jka.1	16.4
uc009hdv.1	7.5
uc008dfy.1	12.2
uc007qzf.1	18.7
uc009kwd.1	12.4
uc009bay.1	46.8
uc008hhw.1	24.1
uc009twt.1	167.2
uc008mjd.2	6.9
uc008mgx.1	5.3
uc008dpc.1	10.8
uc007alj.1	4.7
uc009nip.1	46.1
uc008fea.2	6.5
uc007mqz.1	16.4
uc007nnb.1	12.1
uc008iwd.1	21.8
uc033hub.1	8.9
uc009ftp.1	10.7
uc009fdf.1	5.4
uc009euk.1	163.6
uc011wky.2	20.8
uc007ipc.1	10.9
uc008scu.2	29.9
uc009pcw.1	11.0
uc012axy.1	18.0
uc009jtv.2	47.2
uc007ygn.1	19.8
uc008jpa.1	5.0
uc008rzp.1	19.6
uc007sxm.1	9.3
uc008bxo.1	7.0
uc008fzu.1	15.2
uc007rqy.1	7.3
uc012gbf.1	251.9
uc007bqo.2	40.9
