UCSC_ID	RPKM
uc009avm.1	2.3
uc012gyf.1	14.0
uc033hyx.1	2.5
uc007wrm.2	10.6
uc008emr.1	8.7
uc009ser.2	6.9
uc008qxu.1	6.1
uc009uhg.1	8.1
uc012dqg.1	7.4
uc007gfm.1	5.2
uc008ove.1	17.0
uc029tgs.1	29.3
uc007jhm.1	3.6
uc012fxo.1	10.9
uc009bja.1	8.8
uc009bjp.2	5.1
uc007fhi.1	106.8
uc012ftk.1	20.9
uc007qpc.1	4.2
uc009ucs.1	7.7
uc012dny.1	5.0
uc007vde.1	40.7
uc008qcu.2	8.0
uc007uhf.2	11.3
uc008pnx.1	10.9
uc009dsm.2	128.6
uc007ztn.2	18.8
uc009ezj.1	4.5
uc009jsd.1	86.0
uc007lie.1	4.7
uc007krg.2	9.6
uc007hnk.2	2727.6
uc007vjf.2	14.9
uc007jxo.1	7.8
uc008xue.1	6.3
uc029svv.1	7.2
uc008qlo.2	21.1
uc009cex.2	31.1
uc009hcn.2	17.5
uc008uzd.1	314.5
uc008ijz.1	24.4
uc008ewv.2	9.8
uc007rjr.1	8.9
uc007lfc.2	8.3
uc009iif.1	9.3
uc008rwe.2	6.2
uc008qgt.1	8.1
uc008gow.1	6.1
uc008ree.2	7.6
uc007kmj.1	10.3
uc008plk.1	5.2
uc008cfp.1	24.7
uc007zad.1	9.0
uc007ktd.1	15.9
uc009kap.2	19.5
uc007brq.3	38.0
uc008lts.3	51.0
uc007uhn.1	13.2
uc007htz.2	27.6
uc008rtw.1	8.2
uc009pxw.1	44.9
uc009mka.2	31.2
uc009cin.2	13.1
uc011xyi.1	12.4
uc009gjk.1	32.1
uc009qsi.1	135.3
uc009ifu.2	41.4
uc008ptk.1	10.3
uc009una.1	6.4
uc009jgj.1	10.3
uc012gcr.1	109.0
uc007lyt.2	6.1
uc012cfb.1	5.9
uc007yge.2	18.5
uc009cxv.1	6.7
uc007rva.2	28.5
uc007mow.1	12.2
uc008elt.1	148.3
uc009nko.1	13.2
uc008emc.2	22.7
uc009gmf.2	8.5
uc007igf.2	6.2
uc008bel.2	9.2
uc007pwj.1	75.0
uc009qvg.2	6.5
uc007ohp.2	22.8
uc008oas.1	83.6
uc008rfz.1	6.0
uc007hjt.2	41.5
uc007vax.2	42.6
uc007ujw.2	58.8
uc009tnu.2	8.4
uc009bez.3	28.8
uc008wie.1	102.6
uc007nhy.1	3.7
uc007rxb.1	12.1
uc007ror.2	8.5
uc029wdl.1	42.5
uc008xmh.1	20.5
uc008qwg.2	23.1
uc007pcp.1	14.3
uc008sca.3	8.3
uc007kwl.1	11.7
uc008bqp.2	4992.0
uc008hgg.2	56.5
uc009ijj.2	15.2
uc009ayk.2	27.9
uc009mbm.1	120.9
uc008ubs.1	134.6
uc008key.1	43.6
uc009fmy.2	1088.3
uc007nky.2	26.4
uc008jms.2	11.1
uc009ilj.2	163.4
uc009kvc.2	28.3
uc007vfn.1	10.7
uc009bdh.2	166.1
uc007qyw.1	461.8
uc029qyg.1	35.3
uc011zae.1	22.7
uc009kvb.2	48.4
uc009kau.2	33.6
uc009bgh.2	28.9
uc008ton.2	25.1
uc008irr.1	41.2
uc007zej.1	150.7
uc007bzs.2	6.0
uc008eki.2	88.8
uc007iik.1	20.4
uc007xqi.2	12.9
uc007dwu.1	72.3
uc008cfg.1	140.5
uc008dph.2	15.4
uc008ggw.1	13.3
uc033hrk.1	122.4
uc007nfn.2	14.7
uc008zhu.1	7.9
uc007mfm.1	19.6
uc008xdo.1	166.7
uc007rtj.1	40.1
uc007cny.2	286.8
uc008dkh.1	52.3
uc008jbb.1	10.2
uc007dww.1	144.0
uc009ikd.1	24.5
uc008dzc.1	18.6
uc009psz.2	5.6
uc008npr.1	11.6
uc009gns.1	18.4
uc007qnd.1	15.3
uc008xfb.2	5.6
uc008arp.2	5.5
uc007zgo.2	6.4
uc009usl.1	200.7
uc029swd.1	9.9
uc009lnz.1	32.0
uc007ixk.2	36.2
uc009aez.1	22.1
uc007oft.1	250.6
uc007bvp.1	2522.8
uc008gyz.1	45.7
uc008rwm.2	9.3
uc008off.1	713.2
uc009kem.2	43.8
uc009qwl.1	70.9
uc007kix.1	30.6
uc009efz.1	44.6
uc008mjs.1	32.0
uc008rmw.2	4.6
uc033iwc.1	71.4
uc009qah.3	535.8
uc009gdn.1	17.2
uc007cru.1	111.2
uc008jkg.2	7.8
uc007uvh.2	13.6
uc009rxm.3	43.8
uc007eyv.2	16.2
uc007ouf.1	113.3
uc007nyz.2	8.1
uc007yde.1	191.8
uc008cfi.2	61.4
uc007agb.1	15.0
uc009djc.1	4216.2
uc007irl.1	18.5
uc007hcx.2	35.4
uc009mue.1	16.0
uc007obp.1	845.6
uc007hsu.2	31.3
uc007iyw.2	68.9
uc007ujs.2	27.1
uc009oej.1	11.0
uc007ayp.1	32.0
uc012gxt.1	20.8
uc008yki.2	564.8
uc008fns.1	14.8
uc008svg.2	36.8
uc008iig.2	11.0
uc007fdf.2	12.0
uc007umo.2	7.9
uc007uko.1	29.2
uc009ucg.1	30.4
uc009les.1	91.2
uc008llr.1	88.9
uc007vad.1	18.5
uc007nvk.2	13.3
uc009rvn.2	16.3
uc008dzo.2	80.0
uc007fdo.2	58.7
uc008bub.1	5.3
uc008egu.1	37.8
uc009krq.1	25.0
uc009ffc.2	140.1
uc008tva.2	52.5
uc007thh.2	87.7
uc007leu.2	4633.9
uc009awf.1	1.1
uc009vfb.1	86.5
uc008vdy.1	1.8
uc033icw.1	1.7
uc008sje.2	7.3
uc033icu.1	1.4
uc009nci.1	9.0
uc008uhy.2	0.5
uc007cee.1	1.8
uc007cnv.3	2.4
uc007nzv.2	2.8
uc009szl.1	1.6
uc009ous.1	1.1
uc009mqv.1	7.5
uc009mwv.1	2.6
uc007jfi.1	1.1
uc011ypq.1	1.8
uc033icx.1	2.2
uc007lex.1	7.0
uc008lko.2	1.0
uc008nth.2	1.7
uc009guh.1	12.9
uc008zzl.1	3.2
uc008hio.1	1.9
uc033ivj.1	2.0
uc012fgp.1	4.7
uc007fzo.2	7.4
uc008hnl.2	0.7
uc008hni.2	5.2
uc007tav.1	2.7
uc008jco.1	10.5
uc012cjs.1	8.1
uc007rwz.1	1.8
uc007yhx.1	2.4
uc029wre.1	2.5
uc029spb.1	15.6
uc029sdt.2	71.2
uc008gaf.2	5.8
uc029sdp.1	28.9
uc008cls.1	4.6
uc007jev.1	6.4
uc009esu.1	3.7
uc008omw.2	3.6
uc009dhv.2	9.7
uc007hvm.1	10.9
uc009rqj.1	38.8
uc008sjh.2	45.0
uc007ojc.1	4.5
uc008ysz.2	6.2
uc012flg.2	3.3
uc008wfq.1	5.3
uc007jhq.1	4.3
uc012bgx.2	11.0
uc009dvr.1	16.4
uc009euv.1	24.7
uc007pfo.1	1.4
uc009fpu.2	32.0
uc007pbi.1	2.6
uc009ezp.2	6.5
uc008nev.2	7.8
uc007gus.1	2.1
uc009shu.1	26.1
uc009gfg.1	5.8
uc009nsw.1	3.2
uc029rsg.1	5.9
uc009soj.2	24.8
uc008ktt.1	9.8
uc009nre.1	5.8
uc033iet.1	4.5
uc007bpt.2	5.1
uc029uzh.1	2.9
uc007ykj.2	25.0
uc008pdm.2	107.3
uc009qdq.1	3.7
uc007wmc.1	2.6
uc008uhx.1	5.3
uc008yzk.1	3.0
uc007mvh.2	6.9
uc009sbv.1	18.9
uc008mjm.3	7.7
uc008asi.1	2.0
uc008zkj.1	2.7
uc009eyr.1	10.5
uc008hgw.3	3.9
uc009mpd.1	6.2
uc012eiw.1	17.5
uc008vqc.2	2.5
uc011wmz.1	64.0
uc009qqy.2	22.7
