UCSC_ID	RPM
uc009ffc.2	180.8
uc012dny.1	2.1
uc008ptk.1	13.8
uc007pwj.1	30.4
uc007bvp.1	2835.0
uc008cfi.2	73.1
uc007kwl.1	13.7
uc007vfn.1	6.6
uc009usl.1	434.2
uc009efz.1	32.3
uc007jhm.1	3.6
uc009bja.1	2.6
uc008cfg.1	94.6
uc009cin.2	5.5
uc009dsm.2	200.9
uc008key.1	8.6
uc033iwc.1	49.8
uc008ubs.1	48.1
uc008uzd.1	110.9
uc008dzo.2	149.9
uc009djc.1	2757.0
uc007rjr.1	3.6
uc009ijj.2	8.2
uc007rxb.1	6.9
uc009aez.1	10.5
uc007vax.2	32.3
uc007leu.2	2431.6
uc007yde.1	40.6
uc007hjt.2	6.7
uc007jxo.1	3.7
uc007iyw.2	23.8
uc008emr.1	5.1
uc009qwl.1	36.4
uc007oft.1	92.3
uc008cfp.1	5.9
uc007mow.1	4.0
uc007lyt.2	1.1
uc008gyz.1	51.0
uc009nko.1	3.7
uc009gns.1	11.7
uc007cny.2	456.1
uc007nvk.2	16.8
uc008qxu.1	2.6
uc009ucg.1	30.5
uc009bez.3	27.8
uc008sca.3	4.4
uc007thh.2	126.5
uc009pxw.1	17.7
uc008mjs.1	27.5
uc009cxv.1	5.2
uc008egu.1	54.3
uc009mbm.1	25.9
uc007kmj.1	17.5
uc008xmh.1	21.4
uc008hgg.2	18.0
uc008xdo.1	92.7
uc008eki.2	40.7
uc007iik.1	26.2
uc007eyv.2	13.2
uc007qnd.1	30.2
uc008qwg.2	14.9
uc009lnz.1	64.1
uc009rvn.2	55.4
uc008ggw.1	6.2
uc007dwu.1	38.6
uc008pnx.1	2.6
uc009fmy.2	403.5
uc007ror.2	24.4
uc007cru.1	92.7
uc007zej.1	56.0
uc008ewv.2	10.1
uc009iif.1	13.1
uc007pcp.1	1.3
uc009qah.3	244.0
uc007fhi.1	0.3
uc007qyw.1	86.7
uc009gjk.1	40.2
uc007ktd.1	5.7
uc012fxo.1	11.7
uc007htz.2	15.6
uc008off.1	132.8
uc009jgj.1	1.7
uc008zhu.1	22.7
uc009ayk.2	20.3
uc008emc.2	13.3
uc012gyf.1	0.5
uc007gfm.1	2.2
uc009krq.1	31.1
uc011xyi.1	6.4
uc009mue.1	11.7
uc007ujs.2	16.5
uc012dqg.1	1.0
uc007mfm.1	13.1
uc008plk.1	4.9
uc008gow.1	10.7
uc007krg.2	14.8
uc009ifu.2	2.6
uc008qlo.2	2.8
uc009bdh.2	96.7
uc009les.1	82.2
uc008rfz.1	4.2
uc009oej.1	64.7
uc009ser.2	5.2
uc007nhy.1	8.0
uc007lfc.2	3.5
uc008ton.2	40.1
uc009cex.2	8.1
uc007hcx.2	117.5
uc008yki.2	65.8
uc007nyz.2	18.9
uc007irl.1	25.3
uc009bgh.2	13.7
uc009rxm.3	43.7
uc008svg.2	75.3
uc007uvh.2	7.6
uc008lts.3	7.9
uc008rwe.2	10.2
uc009ilj.2	50.0
uc008rwm.2	5.3
uc012gcr.1	60.1
uc007ayp.1	26.9
uc008bqp.2	986.8
uc007fdo.2	21.0
uc009jsd.1	24.8
uc007rtj.1	50.7
uc009mka.2	10.0
uc009kau.2	12.7
uc009bjp.2	1.1
uc007agb.1	28.2
uc008ree.2	5.4
uc008qcu.2	3.7
uc007lie.1	3.5
uc007obp.1	464.3
uc008xfb.2	5.7
uc007zad.1	8.7
uc007nky.2	232.9
uc007fdf.2	21.9
uc009gdn.1	42.1
uc008irr.1	35.3
uc033hrk.1	47.4
uc008llr.1	66.1
uc008npr.1	2.3
uc008arp.2	15.7
uc009ikd.1	9.0
uc007xqi.2	34.6
uc007kix.1	13.8
uc008bub.1	26.8
uc008ijz.1	1.1
uc007hsu.2	56.4
uc007yge.2	17.0
uc007dww.1	129.2
uc008bel.2	15.8
uc007igf.2	10.0
uc009kvb.2	4.9
uc007vjf.2	8.4
uc007nfn.2	20.4
uc009tnu.2	16.4
uc009hcn.2	8.3
uc009kvc.2	3.0
uc008jbb.1	4.7
uc007bzs.2	46.4
uc007ouf.1	21.8
uc007vad.1	3.6
uc007zgo.2	8.2
uc008wie.1	51.8
uc007hnk.2	797.9
uc009qvg.2	8.1
uc007ixk.2	7.6
uc008qgt.1	5.1
uc011zae.1	7.0
uc009gmf.2	8.6
uc008dph.2	19.1
uc007rva.2	4.0
uc008jms.2	14.2
uc009ezj.1	1.2
uc012gxt.1	19.9
uc007brq.3	10.7
uc029swd.1	7.1
uc008fns.1	17.9
uc008tva.2	24.7
uc008rtw.1	5.3
uc008jkg.2	5.6
uc008ove.1	1.7
uc007uhn.1	2.5
uc007uko.1	9.3
uc007vde.1	4.9
uc009qsi.1	51.8
uc008dkh.1	28.9
uc007umo.2	3.1
uc007ujw.2	16.3
uc012cfb.1	2.8
uc008dzc.1	43.2
uc009kem.2	96.4
uc008elt.1	95.9
uc009psz.2	21.8
uc009ucs.1	11.4
uc009una.1	1.7
uc008iig.2	15.0
uc008xue.1	0.5
uc008gnh.1	120.0
uc008hnh.1	189.6
uc012eod.1	99.7
uc033iet.1	7.6
uc009rva.1	3.6
uc012eeq.1	598.6
uc009ntf.1	358.0
uc007jqc.2	43.7
uc009szl.1	0.9
uc008hnl.2	2.3
uc029spb.1	50.8
uc009mpd.1	94.0
uc008gfd.2	209.6
uc009fpu.2	180.8
uc012fgp.1	12.6
uc007nod.1	45.6
uc007jfv.2	57.4
uc007ykc.2	49.3
uc007ykj.2	40.1
uc007fwr.2	60.6
uc008sjh.2	63.1
uc012eiw.1	12.1
uc008gak.1	40.2
uc008cls.1	6.9
uc009mwv.1	8.6
uc009tsw.1	88.7
uc009gqf.1	6.3
uc008wcs.1	23.6
uc007pbi.1	4.9
uc009fnf.1	114.4
uc011wmz.1	216.8
uc029wnj.1	104.0
uc008zzl.1	7.8
uc008bbl.1	23.4
uc009rkb.1	220.5
uc008ysz.2	23.4
uc012fkm.1	176.4
uc009kow.1	37.7
uc009jup.1	149.3
uc009awf.1	8.5
uc007gdt.1	84.0
uc009rqt.1	61.7
