UCSC_ID	RPM
uc009ffc.2	39.8
uc012dny.1	1.1
uc008ptk.1	4.4
uc007pwj.1	13.1
uc007bvp.1	929.0
uc008cfi.2	32.7
uc007kwl.1	7.6
uc007vfn.1	6.4
uc009usl.1	191.1
uc009efz.1	15.7
uc007jhm.1	1.7
uc009bja.1	0.5
uc008cfg.1	43.8
uc009cin.2	14.7
uc009dsm.2	137.6
uc008key.1	19.4
uc033iwc.1	89.9
uc008ubs.1	59.6
uc008uzd.1	54.6
uc008dzo.2	60.1
uc009djc.1	4344.9
uc007rjr.1	6.1
uc009ijj.2	13.9
uc007rxb.1	9.3
uc009aez.1	14.6
uc007vax.2	22.3
uc007leu.2	3501.9
uc007yde.1	133.7
uc007hjt.2	9.0
uc007jxo.1	2.1
uc007iyw.2	42.5
uc008emr.1	4.8
uc009qwl.1	24.9
uc007oft.1	181.9
uc008cfp.1	13.5
uc007mow.1	11.9
uc007lyt.2	3.1
uc008gyz.1	47.1
uc009nko.1	3.7
uc009gns.1	15.1
uc007cny.2	198.4
uc007nvk.2	21.2
uc008qxu.1	1.3
uc009ucg.1	7.2
uc009bez.3	13.5
uc008sca.3	1.9
uc007thh.2	92.3
uc009pxw.1	45.4
uc008mjs.1	35.4
uc009cxv.1	3.2
uc008egu.1	25.8
uc009mbm.1	34.7
uc007kmj.1	17.7
uc008xmh.1	22.7
uc008hgg.2	28.7
uc008xdo.1	75.2
uc008eki.2	86.8
uc007iik.1	11.7
uc007eyv.2	19.5
uc007qnd.1	42.0
uc008qwg.2	27.8
uc009lnz.1	67.0
uc009rvn.2	37.7
uc008ggw.1	29.5
uc007dwu.1	40.0
uc008pnx.1	2.3
uc009fmy.2	179.7
uc007ror.2	27.3
uc007cru.1	135.4
uc007zej.1	84.8
uc008ewv.2	15.7
uc009iif.1	4.9
uc007pcp.1	6.2
uc009qah.3	85.4
uc007fhi.1	9.5
uc007qyw.1	105.1
uc009gjk.1	58.2
uc007ktd.1	5.9
uc012fxo.1	34.3
uc007htz.2	9.0
uc008off.1	790.2
uc009jgj.1	3.4
uc008zhu.1	26.2
uc009ayk.2	21.5
uc008emc.2	13.4
uc012gyf.1	2.8
uc007gfm.1	3.9
uc009krq.1	34.3
uc011xyi.1	12.8
uc009mue.1	9.6
uc007ujs.2	11.2
uc012dqg.1	2.8
uc007mfm.1	21.7
uc008plk.1	7.1
uc008gow.1	3.4
uc007krg.2	19.4
uc009ifu.2	9.2
uc008qlo.2	24.5
uc009bdh.2	155.3
uc009les.1	245.9
uc008rfz.1	10.1
uc009oej.1	19.7
uc009ser.2	3.3
uc007nhy.1	6.0
uc007lfc.2	6.4
uc008ton.2	37.6
uc009cex.2	18.0
uc007hcx.2	267.5
uc008yki.2	167.8
uc007nyz.2	53.3
uc007irl.1	103.8
uc009bgh.2	18.1
uc009rxm.3	99.8
uc008svg.2	170.2
uc007uvh.2	17.8
uc008lts.3	16.4
uc008rwe.2	6.1
uc009ilj.2	59.7
uc008rwm.2	9.7
uc012gcr.1	93.2
uc007ayp.1	18.5
uc008bqp.2	1567.1
uc007fdo.2	36.7
uc009jsd.1	38.8
uc007rtj.1	20.1
uc009mka.2	10.8
uc009kau.2	17.1
uc009bjp.2	2.8
uc007agb.1	38.0
uc008ree.2	15.8
uc008qcu.2	2.9
uc007lie.1	9.9
uc007obp.1	230.8
