UCSC_ID	RPM
uc009ffc.2	192.6
uc012dny.1	0.8
uc008ptk.1	13.5
uc007pwj.1	30.9
uc007bvp.1	3774.2
uc008cfi.2	89.0
uc007kwl.1	15.5
uc007vfn.1	13.6
uc009usl.1	560.2
uc009efz.1	37.1
uc007jhm.1	0.8
uc009bja.1	0.9
uc008cfg.1	83.4
uc009cin.2	10.4
uc009dsm.2	353.3
uc008key.1	27.2
uc033iwc.1	39.1
uc008ubs.1	53.1
uc008uzd.1	108.3
uc008dzo.2	143.3
uc009djc.1	3566.1
uc007rjr.1	6.0
uc009ijj.2	12.5
uc007rxb.1	4.4
uc009aez.1	13.0
uc007vax.2	35.0
uc007leu.2	2754.7
uc007yde.1	155.3
uc007hjt.2	3.5
uc007jxo.1	2.2
uc007iyw.2	29.3
uc008emr.1	3.1
uc009qwl.1	52.4
uc007oft.1	105.4
uc008cfp.1	6.1
uc007mow.1	10.3
uc007lyt.2	4.1
uc008gyz.1	61.7
uc009nko.1	10.5
uc009gns.1	10.3
uc007cny.2	458.3
uc007nvk.2	21.0
uc008qxu.1	1.4
uc009ucg.1	6.9
uc009bez.3	32.0
uc008sca.3	5.1
uc007thh.2	119.3
uc009pxw.1	19.8
uc008mjs.1	34.0
uc009cxv.1	4.7
uc008egu.1	53.9
uc009mbm.1	27.5
uc007kmj.1	9.0
uc008xmh.1	21.6
uc008hgg.2	19.4
uc008xdo.1	59.3
uc008eki.2	51.3
uc007iik.1	8.2
uc007eyv.2	11.2
uc007qnd.1	32.3
uc008qwg.2	16.0
uc009lnz.1	89.9
uc009rvn.2	74.5
uc008ggw.1	14.1
uc007dwu.1	31.7
uc008pnx.1	1.6
uc009fmy.2	198.4
uc007ror.2	26.6
uc007cru.1	76.7
uc007zej.1	50.1
uc008ewv.2	15.4
uc009iif.1	5.4
uc007pcp.1	4.9
uc009qah.3	310.5
uc007fhi.1	10.0
uc007qyw.1	74.5
uc009gjk.1	51.3
uc007ktd.1	7.9
uc012fxo.1	6.4
uc007htz.2	5.4
uc008off.1	167.8
uc009jgj.1	1.5
uc008zhu.1	19.7
uc009ayk.2	15.5
uc008emc.2	10.4
uc012gyf.1	2.0
uc007gfm.1	2.3
uc009krq.1	20.6
uc011xyi.1	14.9
uc009mue.1	4.2
uc007ujs.2	8.7
uc012dqg.1	1.2
uc007mfm.1	15.4
uc008plk.1	9.5
uc008gow.1	5.8
uc007krg.2	5.8
uc009ifu.2	4.0
uc008qlo.2	6.4
uc009bdh.2	85.2
uc009les.1	101.8
uc008rfz.1	2.8
uc009oej.1	21.4
uc009ser.2	2.4
uc007nhy.1	11.6
uc007lfc.2	3.1
uc008ton.2	36.5
uc009cex.2	10.8
uc007hcx.2	139.4
uc008yki.2	94.4
uc007nyz.2	24.4
uc007irl.1	25.0
uc009bgh.2	9.8
uc009rxm.3	51.6
uc008svg.2	96.9
uc007uvh.2	11.7
uc008lts.3	12.2
uc008rwe.2	2.8
uc009ilj.2	32.8
uc008rwm.2	10.4
uc012gcr.1	46.6
uc007ayp.1	29.3
uc008bqp.2	1658.2
uc007fdo.2	14.5
uc009jsd.1	44.6
uc007rtj.1	33.8
uc009mka.2	5.6
uc009kau.2	7.5
uc009bjp.2	1.5
uc007agb.1	24.7
uc008ree.2	3.8
uc008qcu.2	1.9
uc007lie.1	5.8
uc007obp.1	254.0
uc008xfb.2	5.3
uc007zad.1	4.1
uc007nky.2	155.3
uc007fdf.2	15.2
uc009gdn.1	44.0
uc008irr.1	17.8
uc033hrk.1	26.1
uc008llr.1	59.5
uc008npr.1	5.3
uc008arp.2	10.4
uc009ikd.1	12.6
uc007xqi.2	17.7
uc007kix.1	9.1
uc008bub.1	25.0
uc008ijz.1	12.4
uc007hsu.2	46.1
uc007yge.2	13.6
uc007dww.1	26.7
uc008bel.2	5.5
uc007igf.2	7.9
uc009kvb.2	12.5
uc007vjf.2	7.1
uc007nfn.2	10.2
uc009tnu.2	17.8
uc009hcn.2	6.7
uc009kvc.2	5.4
uc008jbb.1	5.4
uc007bzs.2	16.0
uc007ouf.1	20.2
uc007vad.1	5.9
uc007zgo.2	7.0
uc008wie.1	40.7
uc007hnk.2	687.2
uc009qvg.2	3.7
uc007ixk.2	5.1
uc008qgt.1	4.6
uc011zae.1	3.5
uc009gmf.2	9.0
uc008dph.2	18.4
uc007rva.2	3.9
uc008jms.2	11.0
uc009ezj.1	1.3
uc012gxt.1	21.3
uc007brq.3	6.2
uc029swd.1	3.9
uc008fns.1	16.0
uc008tva.2	19.8
uc008rtw.1	4.1
uc008jkg.2	3.1
uc008ove.1	3.0
uc007uhn.1	4.2
uc007uko.1	6.3
uc007vde.1	15.7
uc009qsi.1	35.2
uc008dkh.1	28.2
uc007umo.2	1.5
uc007ujw.2	13.5
uc012cfb.1	2.3
uc008dzc.1	30.4
uc009kem.2	63.1
uc008elt.1	35.2
uc009psz.2	19.5
uc009ucs.1	2.0
uc009una.1	1.9
uc008iig.2	8.2
uc008xue.1	1.8
uc008gnh.1	116.2
uc008hnh.1	190.4
uc012eod.1	149.9
uc033iet.1	11.6
uc009rva.1	7.4
uc012eeq.1	988.1
uc009ntf.1	477.5
uc007jqc.2	38.3
uc009szl.1	6.4
uc008hnl.2	5.3
uc029spb.1	68.1
