"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_017847",112.294090079776,0.180378554880273,0.26847650756762,0.671859733704417,0.501672996767622,0.599337207561797
"NM_001003803",182.333378063801,0.476216284203865,0.228077939453597,2.08795416753032,0.0368019692286961,0.0705319582963018
"NM_001003800",354.785989070897,-1.28743033135164,0.365311913617598,-3.5241947589459,0.000424771908192979,0.00142962407180366
"NM_016649",208.700788094935,0.978239555057209,0.288878637623377,3.38633400899855,0.000708331135117521,0.00224894777748932
"NM_016647",148.352947598746,0.093572726347285,0.618360510959023,0.151323903594947,0.879720214060899,0.91308969996708
"NM_016640",657.000988705469,0.621330573070056,0.167441820955844,3.71072513141092,0.000206666408908221,0.000750574821443948
"NM_001304467",50.6280955173752,1.09519418090375,0.403184416328806,2.71636039625745,0.00660040249332649,0.0159955714675285
"NM_001080825",170.759319909529,1.45326911614687,0.785072300187271,1.85112774428572,0.064151177564658,0.111889960432573
"NM_002223",1195.0406538132,-1.51690755041454,0.22314036324066,-6.7979971368001,1.06083563366284e-11,1.20228038481789e-10
"NM_001253384",175.525277661876,0.565916158847588,0.433761204446011,1.30467213998624,0.192004512059699,0.278727480261082
"NM_001145313",63.740470821701,1.03049474546942,0.25343065906918,4.06618026901048,4.77899743009192e-05,0.000200863700507283
"NM_018476",266.171404496893,-1.01468984575702,0.191335542677776,-5.30319579706022,1.13792756358864e-07,7.61477490207135e-07
"NM_003363",640.362296497441,-0.253789858666517,0.169232554377771,-1.4996515274478,0.133704692785822,0.208326929672137
"NM_207118",80.8372427066867,0.471976235259762,0.199874051034669,2.36136823572909,0.0182076410226417,0.0387944138055752
"NM_001282730",259.973567698763,0.0827499371321972,0.190752770737443,0.433807261683745,0.664428407937817,0.744987788299629
"NM_007100",275.67567054392,0.331936815193177,0.182257033277543,1.82125654754678,0.0685678682945989,0.118506871657765
"NM_000485",509.606123928397,0.52919537258568,0.192906764234953,2.7432701734665,0.00608306134375275,0.0148862665043138
"NM_007108",1057.08698589165,0.450840101461375,0.212843668602676,2.1181748295411,0.0341602640469392,0.0662195389029561
"NM_001350532",510.422739354193,-0.626489386833887,0.129920573120815,-4.82209531396775,1.42058032039907e-06,7.80635265473765e-06
"NM_001350531",66.4882992414204,0.743485671486828,0.265383612488246,2.80155079854359,0.00508576335414631,0.0127024849014158
"NM_001350530",536.506369851102,0.143907806306928,0.297627753010712,0.483516086289671,0.628729340684955,0.714892191841865
"NM_014177",134.110077755049,1.31856814917327,0.330259518800235,3.99252125711123,6.53744704441226e-05,0.000266093743682394
"NM_020992",527.797853785508,-1.75010450863011,0.335571174024696,-5.21530049092152,1.83519489167734e-07,1.18251670842758e-06
"NM_005802",697.001399583635,0.440193167899449,0.211258590702484,2.08366990632525,0.0371902033973786,0.0711565433776473
"NM_005258",104.661615838024,0.983776355023115,0.285167237936347,3.44982250465499,0.000560955246698717,0.0018279088177499
"NM_003824",216.714382438258,-0.285549302809262,0.194068231979502,-1.4713861196995,0.14118672502639,0.217818484835076
"NM_003825",726.022827627047,-0.709322392017781,0.329778784626947,-2.15090365142858,0.0314838052801969,0.0618411325586117
"NM_003826",318.716841911353,0.304389213532807,0.358353824063252,0.849409698162117,0.395653358554201,0.498937868505061
"NM_003827",1794.62390249599,0.0496990161283147,0.210943072012304,0.235603926946773,0.813740025973342,0.861733970513851
"NM_003820",60.860734125532,-1.85826102102732,0.407699934939847,-4.55791345981325,5.16643154788905e-06,2.58969812218529e-05
