"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_017847",111.932801422948,-0.110747392074475,0.278907784238441,-0.397075299912734,0.691311933674123,0.754781409928927
"NM_001003803",184.246489944412,1.2133079917896,0.25519537696552,4.75442778868808,1.99009254506466e-06,6.79453526040672e-06
"NM_001003800",351.011933092088,-1.18789594082225,0.367741653471312,-3.23024582504881,0.00123683823784042,0.00280036447889255
"NM_016649",208.780287606203,-0.00982242713620991,0.313095099212974,-0.0313720245411075,0.97497285134783,0.983117149110547
"NM_016647",147.915697368327,-0.375922199690061,0.627326006708626,-0.59924536153443,0.549009277534307,0.627562687481795
"NM_016640",658.108714901573,0.00744187125858259,0.17565776137589,0.042365741202051,0.966207138377067,0.97662506347542
"NM_001304467",50.6017966806685,-0.203210267539477,0.415542277428817,-0.489024290853983,0.624824499731075,0.697044371645807
"NM_001080825",173.692656698337,3.17915542633989,0.789712090998641,4.02571451365224,5.68025705996902e-05,0.000159003892034457
"NM_002223",1174.4393863015,-2.54066309921722,0.228578465784961,-11.1150588507642,1.05980734143067e-28,1.85666447170718e-27
"NM_001253384",174.783836951013,-0.592841412241177,0.429865618046685,-1.37913195973908,0.167854071561141,0.231439536629131
"NM_001145313",63.9622240909871,0.719506277948082,0.297072916644802,2.42198543736105,0.0154359691063231,0.028132732112703
"NM_018476",267.750110425276,0.519752067412183,0.20503930594432,2.53488990814925,0.0112482670300137,0.0210937920979954
"NM_003363",641.046396198631,0.94767431856745,0.180251854789088,5.25750106525294,1.4602604898019e-07,5.69876680076808e-07
"NM_207118",80.9678508409839,-0.152179599184182,0.391661091742903,-0.388549188041576,0.697609660806796,0.760023497269968
"NM_001282730",260.441829116719,0.664818890869808,0.199153703396171,3.33822007591444,0.000843169387598627,0.00196977959796371
"NM_004109",62.0304926612457,-2.00968117533735,0.426576933568231,-4.7111810723725,2.46285286153057e-06,8.30564845610693e-06
"NM_004106",231.375396022396,-3.85674725083839,0.567155440123239,-6.80015914155799,1.04503646018092e-11,6.04255989968129e-11
"NM_007100",276.138429649795,-0.000676511647002247,0.197966787413096,-0.00341729870875045,0.997273395427487,0.997726289794166
"NM_000485",508.784730971689,-0.565625949532909,0.20221994438124,-2.79708290526749,0.00515662995072959,0.0103792195353653
"NM_007108",1065.09852852508,0.748945275590712,0.216180537415885,3.46444358286473,0.000531329576148741,0.00128205811199964
"NM_001350532",504.592365751142,-1.95463997188671,0.146366981286801,-13.354377843297,1.11687381283306e-40,3.68610188714793e-39
"NM_001350531",66.5261712954099,0.0316869781053559,0.283940766156477,0.111597142369805,0.911142837928256,0.932952671139181
"NM_001350530",538.414041271536,0.526209680868218,0.3045361518205,1.72790546449926,0.0840051744780716,0.126474217922564
"NM_014177",134.587174145506,0.601666020665666,0.345969584353062,1.7390720105952,0.0820220972075651,0.123805878827178
"NM_020992",520.583497775736,-3.9592383988885,0.453541756318655,-8.72960062382164,2.55573485197448e-18,2.36070602888879e-17
"NM_005802",701.226957881954,1.28610233937028,0.208378752326978,6.17194567588248,6.74546793355566e-10,3.35068001299281e-09
"NM_005258",105.254487765438,1.16057999269906,0.283374138831763,4.09557483785804,4.21122158631308e-05,0.000119784650156846
"NM_003824",216.614756820596,-0.11360697190498,0.208204552395825,-0.545650758341717,0.585306026304182,0.660737471661856
"NM_003825",724.986639193724,-0.704630844464191,0.337609538546426,-2.08711770259209,0.0368774962288198,0.061325626867024
"NM_003826",322.444094950195,1.88030251982167,0.36203738009162,5.19366955794959,2.0618897780012e-07,7.90660257778353e-07
"NM_003827",1818.31424193446,1.75897619521947,0.216085955005903,8.14016901362892,3.94726488299728e-16,3.14780978723729e-15
"NM_003820",60.228652242126,-0.304208342728969,0.304724508721275,-0.998306122489221,0.318130939667131,0.398885862314564
"NM_003821",144.524209522269,-0.218039420432327,0.191780232385418,-1.13692333000273,0.255570338259304,0.33182345966421
"NM_003795",1101.30973013771,1.21296768243623,0.129660308643679,9.3549652559412,8.36271972108427e-21,9.04199830456375e-20
"NM_012181",2544.66591601427,2.51874170796596,0.163933550536468,15.3644064910657,2.83624055549359e-53,1.74775886538528e-51
"NM_012180",150.371380742703,1.49678327423019,0.356904270081898,4.19379480634044,2.74326150868082e-05,8.02843587329636e-05
"NM_001018088",1837.4716550244,-0.582222703713172,0.169827243238046,-3.42832335149592,0.000607321628991521,0.00145072328399926
"NM_001025780",204.989514453963,-1.75678710395185,0.278688822726048,-6.30375874700497,2.90512578656894e-10,1.49183965217048e-09
"NM_001300829",678.727682684267,0.421736316094504,0.241358248794921,1.74734577417674,0.0805773774906037,0.121890400376318
"NM_001688",773.377675176095,-0.0951557941035835,0.167631416410614,-0.567648929664226,0.570273375802037,0.646833438996981
"NM_014171",147.737249579851,1.56980594877335,0.378708679171538,4.14515440260691,3.3958481135587e-05,9.78875157889411e-05
"NM_001867",401.779461722273,-0.260394203378727,0.321619773771859,-0.809633687397086,0.418150740672956,0.502077166754339
"NM_144643",202.456023795804,0.686872071528991,0.175867766696689,3.90561661429186,9.39854205132287e-05,0.000254517371100975
"NM_000159",511.965548205842,1.88160892964205,0.280983562909474,6.6965088995197,2.13457455873757e-11,1.20730879406903e-10
"NM_000158",499.964800990346,-1.79419594864883,0.435328692488095,-4.12147414036556,3.76455734030783e-05,0.000107845511322473
"NM_021021",375.910970087422,-0.252764056472099,0.570392709230249,-0.443140405516765,0.657664180995307,0.726050709462621
"NM_001347869",31.5105870807215,-0.571565208377547,0.447321698374055,-1.27774979495763,0.201337661582316,0.270703001810095
"NM_001143679",440.219245755211,-1.38376791633568,0.158382316358515,-8.73688394102897,2.39628448117302e-18,2.21807340841352e-17
"NM_001297658",149.120354445913,0.953253917344255,0.218755288384372,4.35762684589048,1.31480300107482e-05,4.01178810438757e-05
"NM_001286495",144.001498982097,1.26822338612849,0.344951277819464,3.6765290279407,0.000236428962889581,0.000601446888274534
"NM_023009",171.681028778688,0.684148028439935,0.490697840975357,1.39423484537869,0.163246698699291,0.225899797257875
"NM_173531",96.1029489881678,-0.202074459211111,0.241192845982035,-0.837812823130594,0.402135835746946,0.486177357510077
"NM_001286499",100.851209479706,1.76760348674054,0.242164730799847,7.2991780467053,2.89530979180404e-13,1.86229707192535e-12
"NM_001297656",1774.67921016753,1.67324763779059,0.143114086709074,11.6917046830758,1.40537115881035e-31,2.86669691005482e-30
"NM_006885",289.685486736158,-0.577251331720077,1.33515229247151,-0.432348680352803,0.665488011227475,0.732851831409211
"NM_152695",32.6455671140449,-0.915960520698626,0.515025783984759,-1.77847507674632,0.0753258617647821,0.114938786817534
"NM_001319119",282.048542800704,-0.0564093835501411,0.218777970087847,-0.257838499587005,0.796531550414724,0.843807928763151
"NM_001193653",243.666199564902,-1.01299218967408,0.237427895575763,-4.26652557913456,1.98540740384146e-05,5.90861534706212e-05
"NM_182976",456.298779005805,1.34667547839216,0.281416275682837,4.78535036797194,1.70689310738802e-06,5.85258446004018e-06
"NM_003355",1304.55280134069,3.54795792060621,0.785717029103372,4.51556704155311,6.31475645043707e-06,2.02053862894885e-05
"NM_001002030",364.873590369867,-0.917007170748089,0.184345674043082,-4.9743894208973,6.54536136353446e-07,2.35227260748229e-06
"NM_001170704",239.87586872271,1.62494587785607,0.261532730787052,6.21316449748369,5.19280371559172e-10,2.60438169276006e-09
"NM_003358",319.534383341058,2.44780510939545,0.338494111505667,7.23145551486047,4.77844626179346e-13,3.02932866610964e-12
"NM_001002034",27.3985225489933,0.572291694027352,0.405403882025761,1.41165814981265,0.158050641525313,0.219848816593695
"NM_004813",220.357140548918,0.616551966531725,0.235718743020541,2.61562554861408,0.00890641712550366,0.0170172046205417
"NM_004814",596.986179085598,0.149982536104469,0.192207471345046,0.780315848571901,0.435204986426724,0.518544185835492
"NM_020199",272.297225495629,-0.0506455958719269,0.181338466551507,-0.279287659342491,0.780024076065408,0.829640574325694
"NM_004817",829.459291584788,-0.347115897213924,0.211107138015804,-1.64426414225718,0.100121652724516,0.147586484410912
"NM_004818",711.656041996813,0.179873620558571,0.215784974830483,0.833578059361533,0.404518793650511,0.488304056116205
"NM_020196",846.722199939887,0.893015666748498,0.202566996822393,4.40849536576523,1.04091247327968e-05,3.22976081497907e-05
"NM_020195",138.532213642836,-0.743192387232744,0.360694973723237,-2.0604456434788,0.0393559572318941,0.0648718097881501
"NM_014314",95.3053153195034,-0.880945002546797,0.297323186800052,-2.9629206252899,0.00304735139223096,0.00641808328593194
"NM_020191",617.232316269361,0.385497531312981,0.162423816645736,2.37340520173708,0.0176249167079165,0.0316508591869086
"NM_005663",341.723990985808,0.582824377919646,0.254185045009932,2.29291372313769,0.0218529725910757,0.0383449610658223
"NM_001303095",112.035793946345,0.159989559834354,0.282015371426366,0.567307941496823,0.570504982469418,0.646929597930834
"NM_001303096",634.903239430889,-0.352707609406472,0.286550672426815,-1.23087343128309,0.21837020597841,0.290369436408896
"NM_014313",562.29634213982,0.0885421237807062,0.220674099830506,0.40123477947214,0.688247276752201,0.751994420674569
"NM_003689",328.667497200062,-0.812981120723437,0.241377691623303,-3.36808722983476,0.000756916437698459,0.00178245527765869
"NM_003680",2140.37090701183,0.548277741864704,0.403103195808225,1.3601423842979,0.173784870805187,0.238200697081242
"NM_003681",403.313317911942,-0.138895215917824,0.209928059394286,-0.661632448366284,0.508206806763981,0.589640339855721
"NM_003682",576.581300245597,-1.71616440662025,0.214994772235445,-7.98235412320092,1.43568433129719e-15,1.101066172967e-14
"NM_003684",255.889077443257,0.234707453229799,0.285820016749855,0.821172204447847,0.411548186606788,0.495432051964347
"NM_003685",1452.24447858169,0.641184816838651,0.253617626564971,2.52815557626234,0.0114663529370655,0.0214662209648228
"NM_006416",145.391941441495,-1.3547892022846,0.250281573080462,-5.41306012108632,6.1956676206175e-08,2.52176549990214e-07
"NM_006417",77.7358590300968,-2.16362526374827,0.439179828683135,-4.92651329237007,8.37099201317199e-07,2.97080876440079e-06
"NM_003172",243.316064920411,0.51126960735512,0.253114093629864,2.01991757955116,0.0433919374855395,0.0708485738600285
"NM_001324229",33.3814359407703,1.00268301869894,0.371670831136112,2.69777161590532,0.0069805312563014,0.0136876816712345
"NM_006411",235.422092348666,0.927547239570905,0.279755009919736,3.3155697187944,0.000914565250534081,0.00212194549439345
"NM_001128844",1370.86070584653,0.192671919104347,0.268377498298407,0.717913835272869,0.472810416642439,0.555965491253425
"NM_001127325",220.312359810013,-0.321337062177192,0.359137066198615,-0.894747695019267,0.370921976359553,0.454345907100414
"NM_001127322",559.846204275531,1.32445687904106,0.310247465127839,4.26903368411185,1.96321623053408e-05,5.84652295487202e-05
"NM_001098398",3357.56469808695,0.151601973604494,0.20094327282075,0.754451599580191,0.450578097748074,0.533453472706708
"NM_001257360",382.848869094891,-2.42663416342694,0.291189773464086,-8.33351437641141,7.84773183840972e-17,6.58611552000633e-16
"NM_002887",788.020597166547,-0.5290871002715,0.325223096295159,-1.62684356153882,0.103770327160425,0.152201085708666
"NM_002886",616.698826376674,1.36541977930106,0.268408702591439,5.08709205818652,3.63595369384037e-07,1.34905364000511e-06
"NM_002881",155.582810463555,-3.30158054779362,0.338694154945203,-9.74797025454361,1.88193269679984e-22,2.30327651725003e-21
"NM_001346791",110.524927598507,-0.106323166942999,0.398510035859228,-0.266801729883052,0.789621822267604,0.837927203494957
"NM_024298",419.856327659781,-2.71330788173212,0.266518658805574,-10.1805550646699,2.42176000072057e-24,3.31890344111192e-23
"NM_024299",319.373972930512,1.82352318932374,0.452810861332803,4.0271189254524,5.64644768498919e-05,0.000158107712107165
"NM_024292",392.643763734804,0.460490864975644,0.18311198482806,2.51480461755707,0.0119098366044084,0.0222115301921793
"NM_024293",623.814120728626,1.08632450253493,0.206930598188445,5.24970454850593,1.52343352208354e-07,5.93719432366757e-07
"NM_024294",286.027406362947,1.02765594571889,0.181085189084132,5.6749861814565,1.38699851547146e-08,6.06863501406876e-08
"NM_002014",741.057514861863,-0.798822216420031,0.422101569740382,-1.89248814429038,0.058425971793698,0.0918390409286598
"NM_024297",286.03456440669,0.239658381981019,0.220484275833457,1.08696359899173,0.277052897159242,0.354544021168638
"NM_001077269",316.863044290057,-4.06527626237639,0.541877235745396,-7.50220897688066,6.2751222615326e-14,4.26340611940056e-13
"NM_032505",241.874662656019,2.07560978757306,0.213178820804616,9.73647278720718,2.10742467728531e-22,2.57210889975597e-21
"NM_032501",1544.66794580471,0.99846546706375,0.232507556044915,4.29433556503803,1.75217288901358e-05,5.25826475681195e-05
"NM_001469",1690.04002431187,-0.0347025203621471,0.156440646845654,-0.22182547222772,0.824449749438891,0.867158175227442
"NM_004104",4769.90338530609,-2.06975004837081,0.755931014119411,-2.73801446125594,0.00618113578448008,0.012240037872548
"NM_001077268",99.4702234760431,-0.504027398803957,0.44176510175581,-1.14093982707254,0.253894964259361,0.32989124521579
"NM_001303115",1111.16124505557,0.414981533931702,0.41093656245695,1.00984329904978,0.31257037175284,0.393256726996863
"NM_002087",2825.96845775805,-0.872727458701564,0.260309415725786,-3.35265421063719,0.000800406379644202,0.00187984568694688
"NM_002086",655.43349974127,-1.13042801653174,0.27566914424425,-4.10066937172394,4.11956792026242e-05,0.000117367062765446
"NM_002080",674.548240975194,0.218791352340008,0.294190960808394,0.74370521697472,0.457054832588797,0.539960743366735
"NM_001104595",190.017182369705,1.81337911108509,0.359721965966033,5.04105749065189,4.62966344232038e-07,1.69632408539406e-06
"NM_001329684",141.446532654648,0.554607339947642,0.331183069832721,1.67462467277621,0.0940078952567856,0.139625412607921
"NM_001288726",288.483637318539,0.368904634737956,0.197662679805845,1.866334277671,0.0619946119190559,0.096723888142833
"NM_014008",196.888861335439,-1.47382605944923,0.207203294099522,-7.1129470496803,1.135908680761e-12,7.05400091252003e-12
"NM_014007",107.849813039134,1.14565148405689,0.258099375261215,4.43879991145818,9.04618649985051e-06,2.83078819022311e-05
"NM_014003",640.38781666779,0.279641505429795,0.222072808651956,1.25923343396833,0.207946028619967,0.278652737864834
"NM_014000",3139.62565117862,-1.25860959667758,0.383647595507519,-3.28063986693984,0.00103571897554631,0.0023796926617835
"NM_018230",1053.68760913732,0.137912980883781,0.202445051694509,0.681236610771264,0.495721785827126,0.577893951145474
"NM_015352",256.307248878021,-0.00181056810168923,0.219001285067205,-0.00826738574220523,0.993403655701168,0.9954370040981
"NM_015355",796.588437939101,0.951649519542432,0.166995349066516,5.69865882410521,1.20753606128989e-08,5.33641312541951e-08
"NM_015354",1549.10602758331,0.711737457369903,0.220041226283293,3.23456412869457,0.00121828558199709,0.00276332884132777
"NM_005006",2146.48976488268,0.488878940749692,0.104212284831402,4.69118340069615,2.71629344651616e-06,9.12163428866516e-06
"NM_005642",572.787607158303,0.439583603915827,0.309692923465975,1.41941765732378,0.15577728757001,0.217029163330739
"NM_018238",161.173493781647,-1.03666203188144,0.253927762137898,-4.08250765159922,4.45523446961381e-05,0.000126358307519269
"NM_006532",252.414631595929,0.599708313700162,0.176303955771532,3.40155903522272,0.000670026551833857,0.00159144851071697
"NM_000333",204.630112254317,0.461599839463754,0.260150015601998,1.77436022210336,0.0760035850863447,0.115832513279292
"NM_002229",1694.77361681625,1.93800448287888,0.25835453369175,7.50133723293268,6.3170036820832e-14,4.28525299819224e-13
"NM_002228",46.4503140601431,-0.414369920434029,0.749522358030193,-0.552845310075909,0.580369339218962,0.655909000766271
"NM_002558",299.232587328702,-5.02074386668498,0.405924433285988,-12.3686663205802,3.86180292479059e-35,9.53227097290047e-34
"NM_133372",1161.14743226672,0.616941139993364,0.229431419689959,2.68900022859582,0.00716663701265073,0.014005856144484
"NM_001009954",229.051565387079,0.858693749386361,0.305137416835426,2.81412144827027,0.00489107460737572,0.00989656689816741
"NM_001080495",647.524665808827,-1.31115187234049,0.268535161341774,-4.88260779627194,1.04691973130679e-06,3.68870718603576e-06
"NM_002221",213.884921230635,0.164671482556986,0.291630725601648,0.564657520970263,0.572306732693278,0.648472023722923
"NM_002556",726.947514088505,-0.268781988544047,0.17070066771286,-1.57458076846057,0.115353244809228,0.16715882145353
"NM_001113756",78.4625736032095,-3.06694978512265,0.390625470702493,-7.85138198901138,4.11477583327359e-15,3.05470974244371e-14
"NM_001317946",574.896507049213,-1.00242584609218,0.281441798665474,-3.5617518465467,0.000368388498555623,0.000909310770104244
"NM_001039469",310.292391297292,0.226560625342301,0.219915658022668,1.03021598088731,0.302908629479992,0.382795187577469
