"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001003806",5.37437979178055,-5.58319710547077,1.80473755331132,-3.09363380577235,0.00197721370095401,0.00656862056331834
"NM_017847",105.820694019964,0.045810568280125,0.332665185724077,0.137707732116344,0.890471408280071,1
"NM_001143986",0.397531613684874,-0.667084968211157,6.21964591583092,-0.107254492818187,0.914587085689041,1
"NM_001143980",2.95774210466669,0.43032715775485,1.26227489917169,0.340913978434675,0.733168341265685,0.946967330654158
"NM_001003803",189.953210447143,1.35972915564936,0.409301527206223,3.32207203068723,0.000893516244099147,0.00330179443389089
"NM_001003800",328.241350398423,-1.03295468876808,0.41957951563505,-2.4618806454473,0.0138210651843075,0.0355968916585245
"NM_016649",200.396537538058,0.145426320429234,0.34862492799937,0.417142633097933,0.676574082822926,0.902014247579773
"NM_016647",144.314497075859,-0.222173008497219,0.670344701284355,-0.331430990759745,0.740318959192835,0.953518466934074
"NM_016644",0.395233570093079,-2.47754356080468,8.07186796091472,-0.306935590720927,0.758892398268146,0.967909277499341
"NM_017417",0.450604254942155,2.2864165442208,8.0075177076929,0.285533748120746,0.775235252777863,0.980088331077296
"NM_016642",0.166368481954158,-2.06425180030993,8.08493188470196,-0.255320864757789,0.798475286104902,0.982927709396571
"NM_016640",642.915478831012,0.162651677140228,0.190906690862882,0.851995686505572,0.394216486153161,0.600525607369559
"NM_001304464",0.0508759294988151,-0.664802348792651,8.15284486717592,-0.0815423768786776,0.935010625188263,1
"NM_003279",1.87409440302007,-2.80849562502379,2.43145439794204,-1.1550681877484,0.24806250427797,0.41518727912927
"NM_001304467",49.0270973209722,-0.0478471037283161,0.442743787633729,-0.108069508968241,0.913940554787135,1
"NM_001080825",192.279858871842,3.33392088816647,0.924739756486373,3.60525311557273,0.000311848833015976,0.00132286522137503
"NM_001040",0.0711536036291283,0,8.16084380113997,0,1,1
"NM_002223",1029.1823396831,-2.38451038410748,0.50671710812714,-4.70580200641102,2.52869849957827e-06,2.01931669081364e-05
"NM_001143981",2.89477611578855,-3.99262665037203,6.64201243946356,-0.601117008852589,0.54776205539685,0.773447151653488
"NM_001253384",170.711685064013,-0.4379490196136,0.462766121186803,-0.946372259253642,0.34395874936542,0.539263907803064
"NM_001145313",63.0147408242284,0.874116743998291,0.300568867580428,2.90820786276007,0.00363506631472543,0.0111382871658839
"NM_018476",269.355878848208,0.677090063818334,0.252825924779715,2.67808795481823,0.00740437720270942,0.0207695108956503
"NM_003363",612.909889320662,1.10255075091396,0.186508337679232,5.91153599154473,3.38932184727832e-09,7.11358844181709e-08
"NM_207118",78.1217838228045,0.00230174309838408,0.394425426119486,0.00583568640852985,0.995343822340833,1
"NM_205852",1.54242501254623,-2.54631908424998,3.62718065598178,-0.702010549171491,0.482672584661363,0.701510234274002
"NM_001282735",39.3777250170923,-3.78392611248245,0.914648730994804,-4.13702658108639,3.51835365473418e-05,0.000196694590112855
"NM_001007531",7.41396138414031,0.390274888183832,1.04188187437763,0.374586503308701,0.707968012191287,0.926492330568368
"NM_001282730",254.143296420407,0.819260312489686,0.221842338620667,3.69298447529692,0.000221637558382899,0.000983042165026473
"NM_004108",0.197931024006093,0,8.16084380113998,0,1,1
"NM_004109",56.2533201355213,-1.85225632680448,0.575658466296984,-3.21763065297974,0.00129254143540369,0.00455610214859311
"NM_004106",196.209415534677,-3.70566490801743,0.68432804197463,-5.41504173542959,6.12744118327102e-08,8.41592777062442e-07
"NM_001291976",0.0470245695183078,0,8.16084380113997,0,1,1
