,Genes,TE0,TE1,TE2
0,NM_033631,1.1451451019871999,0.21219069853861605,0.000546458625977932
1,NM_004383,0.540482112162729,0.13292661295146999,-0.0901092038422876
2,NM_194460,0.30179129444822994,0.14118430445980498,-0.181794642759364
3,NM_002205,0.225113673941386,-0.44276797517211797,0.607670956872724
4,NM_001135638,1.12058160002876,-0.15716935745389599,0.380996466112585
5,NM_001085454,1.0569835290479301,-0.78406682442599,0.537960246988163
6,NM_001256732,1.05532795038832,-0.0588480662638987,0.341056769084652
7,NM_058169,0.218335816698019,0.0143123906629138,0.0309586999977026
8,NM_001318833,0.806711353182034,0.0487048196131231,0.10472773827223598
9,NM_198565,0.24330927282937198,-0.0219430783260369,-0.0217520165450985
10,NM_005338,1.32961518784749,-0.24095743576621398,0.877843994284317
11,NM_153042,1.0305004813069,0.0178569363884783,0.267252578650101
12,NM_004774,1.47555907277849,-0.26118493022582395,0.845176796274905
13,NM_017873,0.880021332781952,-0.19559019121447696,0.47123824188888497
14,NM_133471,0.377831840161403,-0.0388262721462214,0.131741375497539
15,NM_033017,0.317396574180544,-0.291098668785455,0.570397209076978
16,NM_015136,0.250087429099572,-0.55956588729717,0.5738415200852739
17,NM_018026,0.669344348359339,0.0137008645406399,0.365262181810315
18,NM_001185009,1.0501510752732401,-0.255955872924908,0.37692457642966204
19,NM_133443,0.43319243153049997,-0.12911859808721798,0.11435639306763999
20,NM_001145031,0.325428928592162,-0.0731323203653241,0.24414188557326
21,NM_017550,0.8875120960895121,-0.696462558019739,0.0176020682388716
22,NM_030928,1.4481390736916298,0.3751134367226121,-0.063011725179152
23,NM_174953,1.48320967232281,0.426496877562381,-0.0692915427487562
24,NM_152419,0.482621086708942,0.0761358768088899,0.0015464975485992099
25,NM_022769,1.9233773039017998,-0.185068888339212,-0.0885530673612673
26,NM_004819,0.23612299452692498,-0.344329735620417,0.17508661443665302
27,NM_001080424,0.516845963335116,-0.300640909967224,0.36396828357809796
28,NM_001351277,0.15574549059602802,-0.19899778144969396,0.0287845545504238
29,NM_015103,0.32737168541841905,-0.38381238584221006,0.105011667581378
30,NM_182643,0.811717964721362,0.037740009835779,0.066071519694472
31,NM_173595,1.2985183560137301,-0.699904449994276,0.13867704943973
32,NM_006312,0.35921939979694895,0.0608096781432963,0.15118203314664402
33,NM_153813,1.03530774970148,-0.29719387005920095,0.796637317171378
34,NM_180989,0.629511311300494,-0.207373742162893,0.24987671012260698
35,NM_013437,0.304846853576247,-0.0653600708804235,-0.15409984258043
36,NM_004229,0.518231662654835,-0.114508570780711,-0.0490559549721476
37,NM_015898,0.695619332430988,-0.638392269303303,-0.0530425929740651
38,NM_001193523,0.055863780972375,-0.18865782303304396,0.212238874850365
39,NM_004937,0.203758374296172,0.0916627834150035,-0.0941741039857114
40,NM_001286790,0.25179182786694,0.0319227322448187,0.0391295781596487
41,NM_001289125,1.0407613391850201,-0.366680606923328,1.13859415811663
42,NM_001620,0.529636378238174,-0.176749824519775,0.0899864582750665
43,NM_006378,0.827543197936395,0.0196529891883742,0.16676925143993301
44,NM_004429,0.0917065188742922,-0.019755121366839,0.0437743109288126
45,NM_001987,0.7966651169070691,-0.373877863713668,0.29264160514074394
46,NM_006736,0.703229368388807,0.17713211735161102,-0.0463466021030046
47,NM_001286379,0.49116888483920096,0.298769102299914,-0.24360574295645798
48,NM_001271840,0.142151488512992,0.0299143699063611,0.0424602261771849
49,NM_024052,0.6432023025410689,-0.175716043103073,0.480048454246813
50,NM_018696,0.27218605235031695,-0.38861219039878997,0.18279013667618102
51,NM_014940,1.1772825003871399,-0.0408106768851645,0.263859035064669
52,NM_005526,0.5527162314075239,0.090607183767589,-0.183116663456337
53,NM_001030007,0.246709521020396,0.0699137480927066,-0.0602902427061014
54,NM_001066,0.335302841380146,-0.0198197460107604,-0.11832922701837599
55,NM_020120,0.782656618842185,-0.118668043648296,0.17332362914715196
56,NM_004162,0.5066868774562979,-0.346452802537779,0.462703658941791
57,NM_018372,0.7713719177729159,-0.00025359134132287996,0.499408895872359
58,NM_017520,0.587892225586277,-0.448734768559565,0.17086192010365603
59,NM_032999,0.951205688906673,-0.15674540989171498,-0.0904194784006052
60,NM_016224,1.46811182352706,-0.6953372767840661,-0.135042579521524
61,NM_001305456,0.284581825280836,-0.19295985313929398,-0.135286233168644
62,NM_017814,0.6709339272792111,-0.19151748040620103,0.0845207232236483
63,NM_004869,0.200816122165302,-0.256454960000733,0.300408824943052
64,NM_001286458,0.820975541542871,-0.46088543893008205,-0.5183446221493779
65,NM_014703,0.300679920642046,-0.0145993374807144,0.18122582292282802
66,NM_001317040,0.5696520135750159,-0.56699286517786,-0.136901491214455
67,NM_206943,0.117814295744337,-0.32072052949963203,0.39485519707296995
68,NM_014233,0.27177531278237904,-0.0133208322456921,0.0667997181617981
69,NM_005749,0.257990618960659,0.074478576019925,-0.0189327659343011
70,NM_030790,0.26486665209174304,0.0846470524940453,0.00337798663962211
71,NM_001273,0.431091231807127,0.25948203349481197,-0.10809121700415301
72,NM_001731,0.455474188253918,-0.29721010619491606,-0.08080445065594401
