,Genes,TE0,TE1,TE2
0,NM_001042388,-0.659674412747535,-0.40518306323843895,-1.15696789883994
1,NM_019593,-0.712167002217073,-0.857090031657523,-0.6983931561455371
2,NM_015214,-0.587263652303037,-0.7440039660142109,-1.35851494371561
3,NM_152703,-0.0928555924714863,-0.194723944602465,-0.341271533962572
4,NM_001267723,-0.43333631687978497,-0.276258834325651,-0.511133503139007
5,NM_023933,-0.95120341850578,-0.547795354616118,-0.927177055246136
6,NM_032142,-2.64101709389862,-2.54420468056692,-2.3154269556614198
7,NM_001031725,-0.49578455744993394,-0.291235534916208,-1.1922465060119598
8,NM_001242865,-0.564571428862386,-0.668767852434026,-1.25955808710445
9,NM_001323563,-0.569691576040685,-0.313274212330935,-0.9660747277401059
10,NM_007027,-1.5997609589161599,-1.3617830024266002,-1.905071638082
11,NM_001129727,-1.05784473973256,-1.40472185558079,-1.9688622989204199
12,NM_001353160,-2.110471207948,-2.2059903571760096,-2.25562803657758
13,NM_207346,-0.589983037049164,-0.261900694389181,-0.673735156887098
14,NM_005802,-0.548197841435743,-0.5231265895309279,-0.7479733621653409
15,NM_018396,-0.47157480094851895,-0.5092297260424361,-0.504881448002794
16,NM_021058,-1.14760337830792,-1.00763658679526,-1.55293775290344
17,NM_145062,-0.138172762853677,-0.595360554045916,-0.704788008009312
18,NM_007186,-0.611607726836565,-0.2872254658539,-1.1651158361251999
19,NM_001105556,-0.6221040365587739,-0.509086529586944,-0.554609772323879
20,NM_001008495,-0.0757327307024763,-0.136930347613797,-0.312279037393589
21,NM_001320836,-0.5164140204262471,-0.854572446190808,-0.568218431987116
22,NM_001323906,-0.24594658883104603,-0.325101571646905,-0.471484501212415
23,NM_001349553,-0.29204888767774606,-0.273189013319483,-0.530852550078301
24,NM_001040431,-0.5670709472572522,-0.8699474147952959,-1.03300374128403
25,NM_025114,-0.785505624005197,-1.10010290868172,-0.889360250829996
26,NM_007346,-0.915255881851322,-1.16541630166271,-1.13474204002297
27,NM_015322,-0.94394072430402,-1.45426604225786,-0.944603296836537
28,NM_001242924,-1.30360086346923,-1.45020818748882,-1.3663485835951399
29,NM_001143842,-0.194566934368415,-0.14201624519793102,-0.46997250555202497
30,NM_001085400,-0.3927132815190879,-0.584384255388097,-0.520340980378874
31,NM_017983,-0.438548167087716,-1.02971998822763,-0.637816806482195
32,NM_001321645,-0.7409852908289241,-0.594498393856412,-0.8528763273309159
33,NM_001283041,-0.26916871140434695,-0.465725928579789,-0.30868333195925796
34,NM_001348451,-0.8205350693889791,-1.83567684460545,-0.970784506927232
35,NM_001265614,-0.649656414142353,-0.20759497993171497,-1.27751677651734
36,NM_005198,-0.14766382208012802,-0.560159733106497,-0.565356075248479
37,NM_001172086,-0.42493510173888105,-0.354777316219211,-0.8299797400323041
38,NM_014881,0.0468426926331925,-0.801133812691153,-1.20998177194847
39,NM_005611,-0.857827498409589,-1.03655419647894,-1.17924577173251
40,NM_080875,-1.6344967418707201,-2.57223974896052,-2.08615267391461
41,NM_015670,-0.5834544108598221,-0.562116275781293,-0.924884241050302
42,NM_020233,-0.9907929842258459,-0.933932977315533,-1.34970580246463
43,NM_018319,-1.17235061529456,-0.9786108095174649,-1.1902393421058701
44,NM_016516,-0.737745522944275,-1.60649576265194,-1.17692722222132
45,NM_005194,-0.8482920745919008,-1.267884920337,-1.7629802976641002
46,NM_014716,-1.35224915477314,-1.3567230679047901,-1.69358833636545
47,NM_006345,-1.9560174376756698,-1.5071680881078602,-2.03663494723016
48,NM_014899,-0.9951754663228392,-0.523364908380389,-1.056816239073
49,NM_001185011,-2.24645216087313,-2.25284259170395,-2.2027294819964798
