,Genes,TE0,TE1,TE2
0,NM_014028,-0.0199571704084734,-0.107834540818034,-0.34110050175673606
1,NM_015575,1.3955751768852902,1.4978961579838503,-1.02199534246514
2,NM_001031723,-0.0854176203247024,0.253004022453897,-0.411103550154971
3,NM_001289030,0.133186622317376,0.0270360067563996,-0.506898028376183
4,NM_001278248,-0.0398584886716006,-0.10947852408860302,-0.8161185653034441
5,NM_017458,0.319510776713012,0.23157495198661998,-1.3978376262743704
6,NM_015283,0.0968124476997411,0.0883775047747484,-0.34682056647285203
7,NM_005346,-0.32646763946478996,-0.307568616627992,-1.28067272965345
8,NM_001329214,-0.0483124601497256,0.0388790854959644,-0.414727141490386
9,NM_006380,0.0661120821195697,0.0528588091099843,-0.0969089273942081
10,NM_003772,0.0398879531531464,-0.0640295956359729,-0.17302574088348902
11,NM_018462,-0.0639211016444434,0.200515555352377,-0.31382387218906604
12,NM_005763,0.21589254129819602,-0.123126133056791,-0.23664276106084398
13,NM_018353,0.42728028956059294,0.473026989185915,-0.389917510051159
14,NM_024766,0.0618633640901685,0.156578896324429,-0.170431296589677
15,NM_018685,-0.0639650981210539,0.29237597979742197,-0.282279739733986
16,NM_174907,0.223696399638705,0.572224327412776,-0.42652577564584004
17,NM_001005751,-0.417669309902673,-0.153345464433905,-1.07369546269653
18,NM_000161,0.313032870289716,0.38124309522418603,-0.3447498651076061
19,NM_000110,-0.136139956466747,0.0250401719566165,-0.5987092950586
20,NM_031490,0.27177969369729393,0.00313420621970835,-0.264301683616376
21,NM_001352379,-0.256020279333857,0.24783809139151997,-0.412240919955801
22,NM_017736,0.0748785131564821,-0.550565632191117,-1.41943998246225
23,NM_012208,-0.22250783407521,0.218615645555304,-0.506178383674317
24,NM_001282512,0.053088747726983,-0.0676882952012124,-0.19738849461538102
25,NM_001007794,-0.0282824782570235,0.21876654829558603,-0.136651540823274
26,NM_003292,-0.0326712418362105,-0.117590919839491,-0.746787528024142
27,NM_004336,-0.0259708906675282,-0.22972138283172802,-1.3354298747996298
28,NM_003368,0.0631311298436128,0.142124991443171,-0.142016440449911
29,NM_001323282,0.15746277284117002,0.9394329015722379,-0.887446963517584
30,NM_001238,-0.0975863274567906,0.0361068009486764,-0.42654952776019395
31,NM_024899,-0.131176638230536,-0.133442114110335,-0.5966574575707341
32,NM_014315,0.328188399776473,0.302018081100243,-0.9315544048798691
33,NM_002647,0.39538776222608296,0.344715566141864,-0.8561330821649701
34,NM_015340,0.187375813975744,0.30306114702855397,-0.26941228662489297
35,NM_021038,0.13452576996992,-0.141884294951556,-0.52056351931289
36,NM_001323585,0.0172504022694824,-0.0129797722078709,-0.47711946477908596
37,NM_033547,0.0309293387862778,-0.0697631447345826,-0.275671272818726
38,NM_014706,-0.0138861713587588,-0.367047089557883,-0.7897950273777958
39,NM_001270448,0.0623818735242335,0.24291153404990698,-0.172752948872195
40,NM_001345965,-0.15042038813338698,-0.108724581157776,-1.52565593213542
41,NM_018180,0.183233143031576,-0.0225776584325089,-0.180101552570852
42,NM_021925,0.12378762168157598,0.0146689476985565,-0.101573621280955
43,NM_024884,0.0172502908516477,0.0729443660487811,-0.13300027369616402
44,NM_001353990,-0.0690119978634614,0.007593960853110759,-0.475925395703593
45,NM_022072,0.12412097572815099,0.296957508187395,-0.259684469521018
46,NM_019087,0.611382784616577,0.115987691900307,-0.7001251557403679
47,NM_015496,-0.0935393624586897,-0.31106867104532504,-1.06853931316336
48,NM_032758,-0.43821064636119106,-0.259376118908886,-1.25316443570819
49,NM_001350396,-0.0830247639392759,0.0487054739485939,-0.24160829548914897
50,NM_013417,-0.223100496997278,0.18070880303081502,-0.301395503827055
51,NM_145257,-0.0600513261174209,0.0433178622714745,-0.18204602026364003
52,NM_004760,0.390342313500492,0.257804408728829,-0.506589205619859
53,NM_017631,-0.20583977437293802,0.0978214679048384,-0.36049535749563
54,NM_001330208,-0.0637180897439971,0.0937511383642187,-0.206258101640645
55,NM_014160,-0.36520061874141796,-0.172667229316288,-1.04967997742021
56,NM_152272,-0.12304846384559899,0.146988601143581,-0.15371033078317098
57,NM_001284259,0.0247558096500696,-0.10006197958649199,-0.8142043746284059
58,NM_001330206,0.143395072802671,-0.549690063539183,-0.951643756774063
59,NM_001031677,-0.17067452221673998,0.16462171491556502,-0.671693197245511
60,NM_020165,-0.14472117397644,-0.141870265946479,-0.686440705574734
61,NM_001111035,0.0107417641033818,-0.21706470127709698,-0.47351472035437503
62,NM_001024924,0.461213475309677,-0.181944578863273,-0.599257400421742
63,NM_021133,0.04522116665515,-0.240406856330094,-0.496962618450721
64,NM_001039675,-0.23979477214311604,0.007818804380109559,-0.39353841136762
65,NM_001257998,-0.121224890826946,0.19354358452201395,-0.312042502998724
66,NM_015179,-0.151488059765505,0.12510125336300998,-0.23378141842478
67,NM_023008,0.0663933791576659,-0.37698596174862603,-0.631236111730047
68,NM_007083,-0.38873553513009,0.0910114491253721,-0.593055740938385
69,NM_001321882,0.20381002536608897,-0.103007387634737,-0.778770700960163
70,NM_145249,-0.29269027838781103,0.230037546422231,-0.466560233157906
71,NM_001286488,-0.252153455668815,0.0215710596116854,-0.653518672273802
72,NM_001348156,-0.25216893648743105,-0.139401797714596,-0.6469927759458721
73,NM_001383,0.129534787939766,0.422633205967247,-3.1357333508833
74,NM_013254,-0.238864888455579,0.18810339715706303,-0.30274197338840303
75,NM_032334,-0.0899925319441767,-0.0893581830883735,-0.597917601096438
76,NM_001134779,0.22021956838336,-0.544407751374313,-0.89102154749203
77,NM_021019,-0.0296367114646757,-0.27351993454429296,-0.684480712482194
78,NM_001143674,0.010956425168642002,0.317807346273531,-0.145863316015242
79,NM_024831,0.00885544433877788,0.0643700923697374,-0.8797787244824009
80,NM_001320653,-0.0525044681699799,0.194837652191131,-0.160201357793821
81,NM_016323,0.0361321443438463,0.0137209553021619,-0.41015438500722795
82,NM_025132,-0.273988701308159,0.483329395063031,-0.271842600965249
83,NM_203288,-0.19064045648509198,0.204968682548608,-0.196665671345731
84,NM_001018104,-0.24950847049325,0.27465404425029105,-0.259747220244079
85,NM_021137,0.15896430811044798,-0.146808628173411,-0.277535936447389
86,NM_002092,0.02420058798067,0.33430112737621603,-0.170736097139526
87,NM_057749,0.362479274257368,0.37380959360088795,-0.387598217767798
88,NM_138394,-0.36730620480347603,-0.0259234955184093,-0.6388727242394621
89,NM_018230,-0.20246702837566896,0.0535149344436554,-0.364780501168221
90,NM_004299,0.271749233365785,-0.147857452414707,-0.35869622913042704
91,NM_174913,-0.0666191528652583,-0.16740732224355898,-0.6940643523821701
92,NM_001282805,0.338784298922611,0.8836438542249209,-1.1972842526395802
93,NM_000889,-0.184097968365415,0.0931708450365613,-0.502758093433977
94,NM_203301,-0.047966412845487,-0.0501221438231251,-0.399684851689924
95,NM_001350936,0.298362508414519,0.01864676816001,-0.498300008869635
96,NM_018163,0.0449954459659391,0.0678702762559411,-0.32903261743151596
97,NM_001010984,0.0490867411340358,-7.790597547149291e-05,-0.24543761269753303
98,NM_001128429,0.16196690615398998,0.309470513392621,-0.34290891899525
99,NM_001330588,0.304449753949875,-0.14571244805151598,-0.299170641085413
100,NM_018385,-0.216090980798792,-0.10758700288872,-0.780931485928794
101,NM_015017,-0.116053816652884,-0.23737854433292496,-1.65749577749823
102,NM_017654,-0.173749573149628,-0.251871579520878,-1.1696523096054199
103,NM_002862,-0.0968658722439038,-0.424728946168298,-1.40600684537047
104,NM_001286712,0.0293240748638153,0.0306341936376209,-0.14878666912300598
105,NM_001145860,-0.124996239197557,-0.0957320847046591,-0.645811532422284
106,NM_130837,-4.27280105736428e-06,0.0537682738868868,-0.497179443591997
107,NM_001320446,-0.468422086083743,-0.27977218535657505,-1.4855667440945899
108,NM_016408,-0.0235057046512616,-0.173750927449265,-0.36734196451538303
109,NM_004075,-0.12403506513502699,0.0319214742940392,-0.503690713285904
