,Genes,TE0,TE1,TE2
0,NM_001303477,0.536467547410038,0.735339462489309,0.898277319298439
1,NM_002567,0.330074372588052,0.43959962838995503,-0.0123592455379893
2,NM_178526,0.031988567352167006,0.505514711131979,0.2125914830651
3,NM_000628,0.7133465120836009,1.34015592285864,0.824908755296264
4,NM_012307,1.8038606974349698,1.80224857300033,1.87925936447022
5,NM_007284,-0.0724278479096327,0.411009454899721,0.0419101946095741
6,NM_005426,0.0705818281588399,0.7207722909375459,0.9101272186147981
7,NM_001662,0.525832875648344,0.462769363756448,0.26047651096019
8,NM_012420,-0.0683017172372177,0.354938994105587,0.141139121079554
9,NM_012392,0.754839141648375,0.900045393686075,1.0529602513355
10,NM_004461,0.0251102448192583,0.290530506570726,-0.0211052619989686
11,NM_004546,0.5047324161024699,0.8804201346305061,0.927705395791658
12,NM_024308,0.25291390986530804,0.7601911279795509,0.755779164662966
13,NM_022496,0.440255456894335,0.82176724097764,0.6928659139850301
14,NM_024407,1.1252588547451599,1.5258308667220402,1.75445097431084
15,NM_001039619,0.0473166619260658,0.5211946069524871,-0.0709028330892202
16,NM_006356,0.504832191955857,0.67245212300246,0.139341746004603
17,NM_197966,0.0194755146330075,0.204130742892875,0.0277890856897541
18,NM_001344,0.136048853527417,0.537494488636725,0.13886116623315803
19,NM_005984,0.8355222235508009,0.8156108581792461,0.561872152188189
20,NM_153687,0.6803605997574809,1.025646042081,1.22109598689776
21,NM_001330269,-0.0215892794890181,0.36749877490291705,0.338259690340485
22,NM_016245,0.218695504651367,0.433423967240545,0.13013500662836502
23,NM_001193571,1.1524465199596698,1.12582184922035,0.8911089717658649
24,NM_016070,0.136185493408769,0.741940332333367,0.48734000788756604
25,NM_002999,0.0574033074668687,0.33569303286822605,-0.0911638472107981
26,NM_001126129,0.0174831865185371,0.229727290896025,0.100641458950831
27,NM_001318927,0.845815748585426,0.797338001916674,0.22515718431242301
28,NM_017914,-0.0312983602585261,0.49330447068992495,0.18044924709784999
29,NM_178191,1.04390291264214,1.47098871043735,1.1811726337667499
30,NM_018196,1.0917833959249699,1.6121676282732,1.3765126650276003
31,NM_006821,0.477866494825835,0.744195133961615,0.874205863563372
32,NM_015702,0.207725790416807,0.5553265794590889,0.35039114078903005
33,NM_001190879,0.15582475107005098,0.9936403349873221,0.9534596395221241
34,NM_001349,0.981716514119158,1.02655451773629,0.9512881896135029
35,NM_018158,0.13365928843493302,0.561591573568745,0.7262408504626221
36,NM_032288,0.0904913223436332,0.726254318071373,0.33877147949137504
37,NM_173083,0.524449021520474,0.9915039474752991,0.45473958497079
38,NM_024292,0.57327915187564,0.8091636037462572,0.43891286056243606
39,NM_002804,0.306196789021829,0.393582211983766,0.28356068992936795
40,NM_001031684,0.32677481657609997,0.471822418671758,0.673922113291562
41,NM_003000,0.8793934607945191,0.9811279603834909,1.0311347076577801
42,NM_017592,0.53276287131849,0.773013992238622,0.540381788591928
43,NM_016292,-0.0203264771919502,0.218573720463613,0.00688411343530055
44,NM_006899,-0.0709716987959514,0.301031300997539,-0.0116425177593318
45,NM_003315,0.12640805877685699,0.43998034508723,0.340429330776813
46,NM_152308,0.894550667903146,1.28909370794865,0.907626159314522
