,Genes,TE0,TE1,TE2
0,NM_001199107,-0.6266653562119829,-0.557043557086757,-0.26436531350538
1,NM_024571,-1.22862759517427,-0.755353186646402,-0.689503844386093
2,NM_020457,-2.10001415788232,-1.1152858601607198,-0.691296871637436
3,NM_006893,-0.7963473882652199,-0.527393308224791,-0.431204593286984
4,NM_032344,-0.43330408870861503,-0.18448454092370603,-0.391263047502606
5,NM_001304799,-0.7777053649650809,-0.17723239590360199,-0.5953803426274681
6,NM_001656,-0.5411887745556501,-0.6582334385533221,-0.0222824711809226
7,NM_001170543,-0.5924904792283511,-0.144652491881175,-0.169194819033074
8,NM_001135647,-0.5236962252488561,-0.698168389652042,-0.299726639148819
9,NM_198398,-0.355695980715369,-0.0672466011046178,-0.004022033325666321
10,NM_005983,-1.1261646252692399,-0.188650737008132,-0.465148327132155
11,NM_032273,-1.02921598764117,-0.5506284625281059,-0.596738832290968
12,NM_000976,-0.41785828664183505,-0.332200867223551,0.27935330232202
13,NM_032527,-0.7237552625431591,-0.33800919091721304,-0.42994682704253295
14,NM_182498,-0.731926463415529,-0.808858111843345,-0.24575741389817898
15,NM_001323935,-1.24753443116561,-0.866454995233514,-0.867008426468065
16,NM_134323,-0.157982738278627,-0.0898968767963267,-0.0536973379557987
17,NM_019037,-0.214266978487773,-0.275053717870751,-0.0131833990466919
18,NM_014972,-0.733831831191723,-0.321258043309703,-0.105014663973913
19,NM_019082,-1.4332172035109498,-0.578718059950701,-0.9726512849517479
20,NM_012384,-0.8267307936942629,-0.468068645876289,-0.20874133300490397
21,NM_173545,-1.1719498554261998,-1.09436475500647,-0.7492872286425771
22,NM_130443,-0.8591085521358021,0.000611935740967723,0.00319425995760908
23,NM_001789,-0.150796525273433,-0.0906304175574377,0.046027806277497
24,NM_004881,-0.665243258387484,0.024101798171188998,-0.37328229437280996
25,NM_022156,-0.290259574682676,-0.390965910132732,0.15686707014964202
26,NM_014067,-1.19120097642578,-1.07791792199981,-0.886047272925218
27,NM_018100,-1.03682966444618,-0.64800171138811,-0.672327163826042
28,NM_032775,-0.307542184354022,-0.10384666837808099,-0.08670527977155902
29,NM_016828,-0.530817335735258,-0.342533042630203,-0.20570162478000198
30,NM_001271441,-0.30242203038133597,0.0123405441344329,-0.0369346048251713
31,NM_033251,-0.813105049012925,-0.249756206698713,-0.766670079147972
32,NM_024936,-0.687606216168634,-0.33309201842470804,-0.47958995635459994
33,NM_001324066,-0.284419056356379,-0.142771102636628,-0.0930106519870132
34,NM_001352422,-0.8608474148588922,-0.43722863030424997,-0.644263428975261
35,NM_001080452,-2.9267125618877405,-2.10093973981745,-2.47025547450231
36,NM_003864,-1.1348441494653703,-0.7357952261458341,-0.45793253755154206
37,NM_000420,-0.5554484402147379,-0.45133986960974204,-0.10097134546524301
38,NM_003927,-0.22727006335143,-0.15276912418300598,-0.12310271993398299
39,NM_022736,-0.928013480005856,-0.0423665082965902,0.008771446854809859
40,NM_000026,-0.198005339806168,-0.322861886357643,0.17525119046459198
41,NM_003297,-0.36717984476323606,0.0591514688030046,-0.40808820751560204
42,NM_174922,-1.29987811583165,-0.97792422484942,-0.9735322281676542
43,NM_001286272,-0.44862275793064293,-0.210615788731841,0.044175108900218994
44,NM_003550,-0.9011988181518051,-0.885052963799545,-0.658055158763363
45,NM_007045,-0.49394020707004904,-0.0909463035976192,-0.233529458906417
46,NM_000032,-0.39762506861387104,-0.0741854675568812,-0.24605111197504104
47,NM_147188,-0.46605808191398407,-0.347144527174112,-0.388222525684086
48,NM_001318507,-0.6544186389583759,-0.264937294048344,-0.31963121595942495
49,NM_000107,-0.6683908169669079,-0.404764163767229,-0.425917449098526
50,NM_024755,-0.6691885228411351,-0.451524070820411,-0.384905761677406
51,NM_001350626,-0.542151468454148,-0.320368800235221,-0.4204876191679361
52,NM_001304999,-0.43448033299506106,-0.23474691410114396,-0.11523252027152801
53,NM_025189,-0.7924167363789871,-0.7370123087574669,-0.44988919920117104
54,NM_005080,-0.745410966376272,0.00392730902636556,-0.157061939403307
55,NM_016220,-0.962631946838153,-0.26710307895822,-0.0258326932101335
56,NM_001361,-0.5401351719311971,-0.26867680594238197,-0.152538852207521
