,Genes,TE0,TE1,TE2
143,NM_002210,0.0807119283315595,-0.66372373954784,-0.580851046577912
144,NM_001282129,0.325208248858922,-0.596351653762749,-0.310679099885032
145,NM_001083961,-0.022827923031877004,-0.224324859857922,-0.167513166053428
146,NM_006037,0.0451381783246559,-0.695091608897932,-0.370311186078375
147,NM_001346092,-0.0945206605088448,-0.8068175955691741,-0.130707312840181
148,NM_001330437,-0.274981535142482,-1.04191569374476,-0.577876557517338
149,NM_003482,-0.153784631962646,-1.68746492528073,-1.45268858649778
150,NM_025185,-0.236443733158302,-0.584047192597264,-0.125741721770529
151,NM_014240,0.0458476627523313,-0.536083055806058,0.23665445532939397
152,NM_052897,-0.174232087506111,-0.617181082541484,-0.0404931029607474
153,NM_001351207,-0.15678877589668302,-0.291819082300558,-0.0383268068831207
154,NM_001144026,0.035993750834544,-0.613657792391928,-0.6511608646449639
155,NM_012398,-0.25325037923771,-1.5403927185389,-1.10894919561986
156,NM_001083621,-0.22867288903349203,-1.8171264222036498,-1.51899985913109
157,NM_033113,-0.0506129123146687,-0.13299428015115303,0.126255508672447
158,NM_001276252,0.38658783592540996,-1.1020388063261002,-0.8646498519769241
159,NM_012199,0.178453389527371,-0.571379564976516,-0.5090287267698611
160,NM_014630,0.0675684447658625,-0.643935424361787,-0.61524386961474
161,NM_017754,-0.0115344687311977,-0.655237246145499,-0.511999796442536
162,NM_181489,0.021613255895232,-0.43561358102201797,-0.460519624493033
163,NM_002111,-0.71700301043042,-1.36775397582603,-0.37092017476035705
164,NM_001142353,0.44434759277560704,-0.521356265968404,-0.532834201130608
165,NM_024776,0.0210611097654657,-0.768554668905548,-0.261201837487935
166,NM_032270,0.0286121195936655,-0.6048302076380949,-0.483692051915144
167,NM_001256196,-0.0387752456292757,-0.818778147768787,-0.450829406226848
168,NM_001252007,0.008410339052968159,-2.1480979698131497,-0.5555572801817329
169,NM_001142641,-0.333534298796217,-0.6170860755736961,-0.17747745658719197
170,NM_001134382,-0.29274283640469706,-1.1267259038681599,-0.434083068247792
171,NM_017798,-0.0715785499334471,-0.341875361066726,0.0344407644501157
172,NM_001110556,-0.0205198248614788,-0.843003418293093,-1.04909291613067
173,NM_032015,-0.0907188025109845,-0.7443127874558879,0.34804203504424
174,NM_138383,0.056639392686610994,-1.66171538233688,-1.0429828016665301
175,NM_014856,-0.347702884830621,-1.32223858221532,-0.9930209182369509
176,NM_001198801,-0.00716863382203559,-0.31993951051515995,-0.053831455017817005
177,NM_001351346,0.34327233757401804,-0.32897953099996,-0.41901998528992496
178,NM_003463,-0.15984453176663,-1.12323058627894,-0.502850795967693
179,NM_001145855,0.145560136288433,-0.888637896283343,-1.05391488284514
180,NM_139246,0.409647042766622,-0.629082586851516,-0.382863784758659
181,NM_007110,0.0516990228054848,-0.833805709142157,-0.7196897770253371
182,NM_001346315,0.274133503985429,-0.422528215683468,-0.389858130756094
183,NM_032259,-0.24734117196458802,-1.0325048442960698,-0.662154364808787
184,NM_032482,0.295429380461458,-0.7566892306739001,0.12958766706847602
185,NM_014844,-0.0839823974877941,-0.9234564863027471,-0.7389989065616172
186,NM_001003681,-0.7417788844028571,-1.6231593188653701,-0.686926595366921
187,NM_001286414,0.0037536547231884296,-0.751749941270889,-0.8455458781342091
188,NM_001040455,-0.0610894716642156,-1.24046070091526,0.37707813792096795
189,NM_005399,0.0146107975297719,-0.773420068534675,-0.7308389481639741
190,NM_001243186,0.542165167694614,-0.886510044416375,-0.17983246829921695
191,NM_001304815,-0.311285629187734,-1.05117202022501,-0.775140684136346
192,NM_024408,-0.234407737297878,-0.765190837679376,-0.416954399848364
193,NM_173174,0.0616692378505873,-0.33767698815113,-0.18294031687623602
194,NM_001164664,-0.0431716767693383,-0.9613977969550809,-0.5746720625850289
195,NM_001350339,0.557849801977901,-0.995877368128731,-0.6766236786208549
196,NM_030665,0.0219593289872566,-0.39573591532853203,-0.5524817243372989
197,NM_015695,0.0130081084538107,-0.6961391227024489,-0.24211602266175603
198,NM_001079843,-0.0513985332184561,-0.309451660163557,-0.0982921560485764
199,NM_001351355,0.0923698964402497,-1.01687594730403,-0.30215663945855104
200,NM_198268,0.0228509609237535,-0.24145754653263896,-0.0098925815460455
201,NM_001199417,-0.10614302406216301,-0.520730417199633,-0.16565734779716698
202,NM_138774,0.30297737999703495,-0.886378190937266,-0.44306841228343097
203,NM_014345,0.000250149645187429,-0.0584158759853312,0.000840274838289084
204,NM_203447,0.023991092860712004,-0.5782807683893211,-0.458375360832981
205,NM_018263,-0.024134771460822,-0.182415514949041,-0.18420896148451604
206,NM_014964,-0.33028682413610605,-2.16396954668278,-1.2158440687956498
207,NM_001354199,0.0441637651314663,-0.785091716401609,-0.701466577769903
208,NM_006999,-0.0157841183847985,-0.284646378935207,0.0929389596556564
209,NM_001352086,-0.18599794622736399,-0.988167183481846,-0.8789395722480831
210,NM_025164,-0.0524134263036985,-0.6117005569524411,-0.47587249529389397
211,NM_001206559,0.22566287615547,-0.8915093109956591,-0.386089428184998
212,NM_018393,-0.210309277876621,-1.21987176530573,-1.1566738900757099
213,NM_014779,0.329973594890443,-0.623369801169974,-0.455399091749995
214,NM_001346813,-0.460071659646181,-2.098731181308,-0.8061076817208609
215,NM_001303474,0.0347444069934093,-0.901737429345453,-1.16852333754577
216,NM_014423,0.221828250664875,-0.358791212591367,-0.0590884867118577
217,NM_001017368,0.5904106913197579,-0.9206265432706259,0.0526642058776895
218,NM_000548,0.23908734445132895,-0.7525955062433148,-0.0168844909701622
219,NM_001350110,0.231058671097022,-0.17547428904221601,-0.245145603195522
220,NM_001318792,-0.578502885485295,-1.09467768933745,-0.25662166097292
221,NM_015254,0.11560512365712801,-0.65985736105567,-0.0881356176957461
222,NM_001142446,-0.326903678623794,-2.20680965517387,-1.4417376423165802
223,NM_002843,-0.0746431029223153,-0.491347703929291,-0.40615513421316707
224,NM_006231,-0.0318937967652668,-0.35130581968174396,-0.179473213717535
225,NM_176814,-0.159044998548415,-1.03131126899239,-0.608539092098212
226,NM_017575,0.599814763046609,-1.06329403041959,0.21745334321749601
227,NM_001261461,-0.39454860197061603,-0.883558780755374,-0.272766694996181
228,NM_015104,0.168900915572054,-0.44069161692695796,-0.491570989372992
229,NM_001184985,-0.341841375375991,-0.730266960972863,0.376381922772561
230,NM_001300942,-0.278089411901685,-1.1025003024723798,-0.672727268379594
231,NM_015035,-0.087420635971406,-0.86747931460867,-0.742629507259177
232,NM_003612,-0.13899621961781197,-1.12302091751477,-0.655066502775736
233,NM_006035,-0.255967584651584,-0.8167087875750999,0.0111266192310163
234,NM_002836,0.14244534950651902,-1.41130088659756,-0.328944541466579
235,NM_032167,-0.18465055521703302,-0.4763330893421529,0.199482419414396
236,NM_001330721,-0.0511628042029492,-0.352442088662947,-0.24053461736620396
237,NM_213590,-0.115332324887879,-0.521269847834066,0.0656200706359717
238,NM_001351264,-0.153562031689791,-1.7053253793238201,0.0528534495782968
239,NM_001303241,-0.3788437037068279,-1.7398871555664,-1.2048164938185602
240,NM_015241,0.0921242818328129,-1.01551639784845,-0.35457432281146295
241,NM_001134775,0.40318070133693606,-0.460619538309081,-0.272772861028508
242,NM_001206482,-0.46706842805966,-1.30613702516341,-0.7494908029356949
243,NM_020410,-0.0996672496703001,-0.6975305406365789,-0.633785708719701
244,NM_144976,-0.42974876787543,-0.9679142235214231,-0.313973441006628
245,NM_001184998,0.39377167807925,-0.606478437821684,0.0389934779205867
246,NM_181659,0.0838081444214302,-1.63455133459503,-0.50557609251873
247,NM_014727,0.120595265746225,-1.02163294413653,-0.16275152215035402
248,NM_001163812,0.301346977523942,-0.61964445295367,-0.215521447776736
249,NM_003861,-0.33539157868090397,-0.759809870983986,0.0136738754267369
250,NM_014640,0.30312012055963,-0.47724498767008705,0.0740629391555883
251,NM_024881,-0.262228945176984,-0.7704644338154208,-0.180322273095977
252,NM_001201480,-0.0278903343594734,-0.49475480671511607,0.153446673012716
253,NM_005633,-0.0870182425262518,-0.54525395188167,-0.5621622041145761
254,NM_001199281,0.08552254936001699,-0.9909137863467109,0.22813198189209902
255,NM_003801,0.0371281204788005,-0.323063660357662,-0.0555149814832979
256,NM_006626,0.0110842408737265,-0.169318812996426,0.0659488639448769
257,NM_003682,-0.63878444015184,-1.62019019055162,-0.49095946239130495
258,NM_015001,-0.151242001359651,-1.17472213206341,-0.7179176900525959
259,NM_001281773,0.0475874271620964,-0.481200085441786,0.074635984332876
260,NM_001349451,-0.0498743107266043,-0.320773899491823,-0.179034343051381
261,NM_012308,-0.33168952312744604,-0.689863503205086,-0.271831774585803
262,NM_173854,0.13279383792493699,-0.541159454737708,-0.7573041178040419
263,NM_199054,0.268592357662991,-0.9678788346064341,-0.7534021254473651
264,NM_005647,-0.00870722317212201,-1.1173366404822902,-0.718823743162668
265,NM_001242374,-0.281200865147144,-1.15323196034729,-0.627685206333514
266,NM_007055,0.0689046009576139,-0.855429919594697,0.0623072096750155
267,NM_001329544,0.0659768681124105,-1.07319021046332,-0.393793072659114
268,NM_005885,0.151973662022463,-0.42356580846055397,-0.16628943965419699
269,NM_001080497,0.5718119434621101,-0.9885785417852759,-0.5970029102037601
270,NM_006813,0.17919515534053304,-0.35208094144418,-0.177345456864354
271,NM_001256182,0.0202246973842661,-0.30401249498094396,-0.070712219246252
272,NM_001304808,-0.0209075463934437,-0.829464078002501,-0.365771842139664
273,NM_001282531,0.0176522563940266,-0.5661857585183571,-0.190717939474032
274,NM_001282651,-0.13415993441436802,-0.846053105377264,-0.302190590156773
275,NM_001320977,-0.0919429009450252,-0.260792691287946,-0.155322075623104
276,NM_001122838,-0.0520894329002511,-0.172909207598969,0.00637744728863492
277,NM_007137,-0.156549066231053,-0.796570938376884,-0.713886783948025
278,NM_003185,0.0926545671481811,-0.574091600412556,-0.34852063400701394
279,NM_001040446,0.395365466936322,-0.704672356632562,0.0285949702488146
280,NM_144682,0.0148967010894679,-0.22182118895256894,-0.22840233341703
281,NM_030627,-0.0918710063377888,-0.25895943240909397,-0.12156964788322899
282,NM_016248,0.145097537044749,-0.4018966161844221,0.0588699660732344
283,NM_000635,-0.029344200106676002,-0.12034066368843599,0.000679107166890757
284,NM_014757,0.43819283721785096,-0.592043238746429,-0.0679385198682063
285,NM_024496,-0.31027771748231603,-0.983589551194913,-0.5176285480998379
286,NM_001288951,0.0535885308645187,-0.16809391296909698,-0.25913612658030605
287,NM_019848,-0.13236679351430197,-0.976012710274538,-0.35805889687770204
288,NM_020156,0.27782783296449,-1.1720567073068602,-0.49026576794116705
289,NM_001244580,0.306740774623074,-0.536654531023396,-0.6345042206868741
290,NM_001004304,-0.223814175151682,-0.893116466990997,0.0803923132209877
291,NM_003036,0.009945823443895621,-0.7906938627051979,0.182684424031911
292,NM_007147,-0.42990661620066395,-1.65045352314295,-0.985659784383633
293,NM_001297427,-0.16980703475173098,-0.449757540547614,0.0704769336830902
294,NM_033397,0.294956739160545,-0.877813290309657,-0.473149670774531
295,NM_024312,0.024134936593137,-0.33178374894665,0.050570193811704
296,NM_005357,0.10233384684726,-0.559358975964213,-0.0349682650238306
297,NM_152558,0.0334829905530903,-0.64564590949198,-0.4005563526552371
298,NM_020825,-0.32575193616909603,-0.8910456405330971,-0.5331223911863561
299,NM_001171623,0.0058999108826486395,-0.525513838346637,0.35967775870912105
300,NM_014612,0.132533025720251,-0.8870467592928142,-0.22346193853066698
301,NM_130446,-0.0615898286942499,-0.8898233798680549,-0.39557117621138
302,NM_001322365,0.764324366868104,-0.653448625243799,-0.5666559373314151
303,NM_001242532,0.14424881682559199,-0.838278247148473,0.21992308621588602
304,NM_175736,-0.579976747870563,-2.6231004307372,-2.0264685537369997
305,NM_001129820,0.33877327164431803,-1.16156768579311,-0.385128107896173
306,NM_001204410,-0.397819469304381,-1.64805709799683,-0.7951742036343891
307,NM_032873,0.201249283006506,-0.8710447055909709,-0.230166016796116
308,NM_000528,-0.0477225151709212,-0.49578430060169804,0.346421023359391
309,NM_014376,0.0518940701437978,-1.19704008447967,-1.03523675822648
310,NM_012290,-0.0878969789204569,-1.28512114639455,-0.42142940871073997
311,NM_001346765,-0.0681546664825354,-0.48164783456239296,-0.24738615968531302
312,NM_032773,0.0971325703485245,-0.846117533816808,-0.5499301345210159
313,NM_147223,0.278497855292095,-1.73767702824478,-0.347452339840652
314,NM_032444,-0.0579786084333052,-0.497751422229293,-0.219612663980377
315,NM_032038,-0.0970085089292939,-0.25285006984834896,-0.11630494282979902
316,NM_001252100,-0.10547207053789599,-0.8138023034774621,-0.38241293092569
317,NM_001303024,-0.21882627990920897,-0.65279971005251,-0.0986911392837272
318,NM_001330218,0.697910053944411,-1.2101181998905801,0.0276974606812546
319,NM_172171,0.356611195755242,-0.8201313157916509,0.0825375036416642
320,NM_024942,-0.0531719780969381,-0.389263446244811,0.0131525574172249
321,NM_004091,-0.0052340976916289104,-0.389332385527649,-0.131327677567356
322,NM_001113523,-0.0436932783210332,-0.304913917004806,-0.19090625528800398
323,NM_001346186,0.17211351873530303,-0.6835571900779821,-1.06793612899803
324,NM_133480,0.00308830663040588,-0.14415609724988698,-0.0106189048168688
325,NM_013302,-0.0922871720740455,-0.6734098657371539,-0.383691575283547
326,NM_020765,0.236605968306157,-0.5773193209799621,0.0432094132468736
327,NM_018085,0.0197551646434952,-0.623127072149019,-0.676536125174973
328,NM_001257360,-0.41837690470784,-1.6142690270037299,-0.911632854013011
329,NM_014824,-0.0154314173799318,-0.32860488805873805,0.296248731873094
330,NM_018714,0.253671644599454,-0.392205290895579,0.037841918344556
331,NM_001352697,-0.119076386649529,-0.47391493030775,-0.118841009147709
332,NM_001300907,-0.22449954619738396,-0.612335882130401,-0.20736212427633
333,NM_012401,0.420071462546395,-0.8240466419369219,0.14898953778893803
334,NM_022802,-0.0534860793490029,-1.19002912155337,-0.895863686205139
335,NM_021818,0.415067484363909,-0.668395910252124,-0.32482588359451503
336,NM_003749,0.041595692086352005,-0.112059470549615,0.0259515434369678
337,NM_138927,-0.0913876856838243,-0.352767856050303,-0.15205444486498498
338,NM_000208,0.0906834622244666,-0.959157346914725,-0.8029343013919109
339,NM_014663,-0.0461502984079271,-1.1399197968118202,-0.520836947712597
340,NM_032818,-0.23170181377988502,-1.16840606959991,-0.8251026589169571
341,NM_001202439,-0.14012575189652302,-0.8195118878737271,-0.7506526079343441
342,NM_001345918,-0.031508342110592995,-0.49979550824093,-0.163973790229173
343,NM_000433,-0.380892348029636,-0.8714755790119649,-0.38118413186376604
344,NM_002568,-0.0208926771877887,-0.7430318286797741,-0.181870319971008
345,NM_001288805,0.18065910777957897,-0.495565126125479,-0.6676739888082679
346,NM_032368,0.441650078143609,-0.35628432764219703,-0.27493604911256897
347,NM_015302,0.241676176485299,-0.503844543083938,-0.37539591676407397
348,NM_020722,-0.0630364072329155,-0.505752331907417,-0.551043136476725
349,NM_001308116,0.0589273902979533,-0.73027935508909,-0.17823062042699697
350,NM_004864,0.226400020943228,-0.936635707483522,-0.338817306850572
351,NM_018984,-0.130732487571896,-1.67729864111734,-1.10596352669524
352,NM_001048249,0.19459912006655603,-0.553565269417816,0.0581245701780969
353,NM_005027,0.0195573051929336,-0.659053406120459,0.240898827881446
354,NM_020896,0.126324900315366,-0.2880893402921911,-0.0781082019499072
355,NM_001025390,-0.127660316525031,-1.1004209362249198,-0.263220504876238
356,NM_014689,-0.10798855511400901,-0.44495377615619897,-0.304428484637908
357,NM_001330519,-0.0690778664099078,-0.221697382597539,0.174166923632885
358,NM_032120,-0.21645848081207603,-0.6819324787884841,-0.458929161090685
359,NM_030912,0.0543259230061936,-0.7517905679914029,0.0924481116504384
360,NM_001350995,-0.0877137874798591,-0.275778385911534,-0.174670521880833
361,NM_017787,0.0358993322210565,-1.3634903079266998,-0.743238089926333
362,NM_004354,-0.0406439966119494,-0.576664480788709,-0.542778282504906
363,NM_001109,-0.425570668337503,-1.10593327850076,-0.5969561887306489
364,NM_014140,0.116629132960327,-0.430415795815877,0.278409201130891
365,NM_001308122,0.29763774141816496,-0.48280789870461,-0.0299787029472213
366,NM_022763,0.11234897673094198,-1.64248324862213,-1.21373455459013
367,NM_001251905,-0.35179726446588105,-0.9939450193261351,-0.44140296107532395
368,NM_005493,0.0838758725921578,-0.532018409851706,-0.375014686804867
369,NM_001199140,0.006502815270786171,-0.635662846792387,0.550116265390783
370,NM_015694,-0.0198057723280606,-0.161542723766271,-0.12295058943842599
371,NM_024067,-0.43653033464027596,-1.7646905245071203,-0.569411682611898
372,NM_025099,0.487747773116628,-1.02152304313697,-0.279779897643207
373,NM_018028,-0.0489870615372803,-1.15860838765384,-1.3170432509889198
374,NM_001351370,-0.293085041025707,-0.831635902739205,-0.469907077014776
375,NM_017694,-0.0517100575471045,-0.308577387548772,0.109327377362484
376,NM_130466,-0.44925573358709403,-2.40190543124381,-2.2650046108439903
377,NM_178040,0.0474066928444438,-0.32591996365849396,0.263111551821112
378,NM_004714,-0.149168448503423,-0.708578202209355,-0.30266167615234
379,NM_014938,-0.276970342561768,-0.804291842332351,-0.0611667284061116
380,NM_014238,0.307296086051983,-0.516424564483362,-0.589703504749139
381,NM_024680,0.00216973273806875,-0.165698521555078,0.108231118354764
382,NM_004286,-0.0304777816492018,-0.563988330501809,-0.393373926838931
383,NM_001330765,0.0123805900304376,-0.42597803333080003,-0.5762160550890629
384,NM_015226,0.272863529785236,-1.19400655810849,-1.0682106860729301
385,NM_001350070,0.00605548244750888,-0.662600016296974,-0.23621311359167102
